cell_id	x	y	celltype	valve	score__Valve_defects	z__Valve_defects	score__Atrioventricular_septal_defect	z__Atrioventricular_septal_defect	score__Atrial_septal_defect	z__Atrial_septal_defect	score__Ventricular_septal_defect	z__Ventricular_septal_defect	score__Malformation_of_the_outflow_tract	z__Malformation_of_the_outflow_tract	score__HypertrophicCardiomyopathy	z__HypertrophicCardiomyopathy	score__DilatedCardiomyopathy	z__DilatedCardiomyopathy	score__PCGC_DeNovoVariants	z__PCGC_DeNovoVariants	score__Single_ventricle_disease	z__Single_ventricle_disease	score__Familial_thoracic_aortic_aneurysm_and_aortic_dissection	z__Familial_thoracic_aortic_aneurysm_and_aortic_dissection
ATR_257_set19__251	16553.644418894994	20338.108413650483	Compact vFibro	False	0.4072648	0.03656843	0.40131027	-0.39263967	0.4131738	-0.8393882	0.34493753	-1.0745325	0.44889262	0.24992286	0.1948037	-0.32562497	0.26543322	-0.18334976	0.43297935	0.09783649	0.46444616	-0.48587412	0.8039758	0.87504894
ATR_257_set19__253	16553.787584243917	20498.29809310242	Epicardial	False	0.42930007	0.3200302	0.40476552	-0.35304475	0.4475187	-0.33044788	0.33295387	-1.2475598	0.45976853	0.40488392	0.103678145	-0.5946766	0.20892416	-0.41661304	0.46126637	0.6034968	0.4519889	-0.6164136	0.8665476	1.0971993
ATR_257_set19__278	16540.50777617632	20316.450427523483	Pericyte	False	0.38293317	-0.2764337	0.51286286	0.8856804	0.39618713	-1.0911052	0.30323097	-1.6767167	0.33596206	-1.3591233	0.14315425	-0.4781219	0.18800503	-0.5029649	0.32993114	-1.7442586	0.19392475	-3.3206663	0.6307655	0.2600951
ATR_257_set19__301	16523.995598191435	20503.31454564365	EPDC	False	0.44210652	0.48477235	0.39950198	-0.41336143	0.45816088	-0.17274682	0.3565228	-0.9072575	0.4640461	0.46583098	0.12553823	-0.53013384	0.22138703	-0.36516765	0.4552298	0.49558657	0.5426083	0.33318678	0.87590325	1.130415
ATR_257_set19__320	16506.0167388954	20485.251199243132	EPDC	False	0.49549526	1.1715653	0.4983956	0.7198949	0.50780004	0.56283146	0.37591526	-0.6272576	0.54015714	1.5502689	0.14285624	-0.4790018	0.2371679	-0.30002597	0.49445045	1.1966972	0.59631777	0.8960078	0.8418611	1.0095543
ATR_257_set19__332	16492.941357202955	20456.418331674384	Compact vFibro	False	0.3926366	-0.1516088	0.4000779	-0.40676165	0.4067055	-0.93523866	0.31354654	-1.5277743	0.42298257	-0.11924616	0.12780905	-0.52342916	0.17488939	-0.5571049	0.40724373	-0.36221474	0.4696347	-0.4315033	0.85009164	1.0387753
ATR_257_set19__336	16487.112899887346	20380.049599813596	Compact vFibro	False	0.42745343	0.29627502	0.37482613	-0.6961306	0.42290947	-0.69512004	0.4053872	-0.20172423	0.41411	-0.24566342	0.3855556	0.23757711	0.35230562	0.17525007	0.41891092	-0.15365142	0.38434687	-1.325234	0.8015754	0.8665267
ATR_257_set19__363	16470.214998707397	20348.256443398488	Trabecular vFibro	False	0.32166457	-1.0645931	0.24282794	-2.2087438	0.3681489	-1.5065899	0.31672353	-1.4819032	0.32125005	-1.5687414	0.21433118	-0.26796937	0.25482446	-0.22714157	0.3477306	-1.4260744	0.4253149	-0.8959303	0.7102277	0.54221225
ATR_257_set19__398	16449.122060041504	20403.724769014323	Compact vFibro	False	0.29605043	-1.3940935	0.25832218	-2.03119	0.33425015	-2.0089185	0.3135884	-1.5271698	0.2899198	-2.0151381	0.5079561	0.59896916	0.35205472	0.17421436	0.3441417	-1.4902301	0.30122423	-2.1962757	0.7845874	0.80621356
ATR_257_set19__471	16675.562131018414	20589.63347134632	vCM-LV-AV	False	0.41336763	0.11507525	0.4081174	-0.31463417	0.44679716	-0.3411401	0.40613985	-0.1908569	0.43106788	-0.0040458413	0.3929432	0.2593893	0.2989726	-0.04490282	0.5262417	1.7649996	0.36757863	-1.5009484	0.47265112	-0.30126312
ATR_257_set19__545	16539.973744989016	20514.32091689739	EPDC	False	0.48969588	1.096962	0.4795702	0.5041683	0.5018622	0.4748419	0.39376193	-0.36957666	0.5074905	1.0848316	0.124252684	-0.5339295	0.22456712	-0.35204062	0.48125693	0.96084917	0.585135	0.77882344	0.91522884	1.2700338
ATR_257_set19__581	16459.419606472802	20579.984731611756	EPDC	False	0.50806487	1.3332608	0.47710475	0.47591576	0.5189962	0.72874147	0.42938226	0.14473093	0.5445356	1.6126534	0.13917792	-0.48986217	0.25304806	-0.23447435	0.5114486	1.5005574	0.5609077	0.5249461	0.8990176	1.2124785
ATR_257_set19__612	16673.77688142802	20325.40149415374	vCM-LV-Compact II	False	0.35907772	-0.58331025	0.3255153	-1.2612005	0.4051553	-0.9582103	0.3637742	-0.8025573	0.23607677	-2.782299	0.10109266	-0.6023103	0.11023825	-0.8239777	0.38745728	-0.7159183	0.19333309	-3.3268664	0.27277502	-1.0108893
ATR_257_set19__653	16693.87414333163	20407.516993178462	vCM-LV-Compact I	False	0.3711978	-0.42739767	0.3877407	-0.548138	0.4933049	0.34803522	0.48446533	0.9400531	0.42167914	-0.13781764	1.3626306	3.1224275	1.0829648	3.1913316	0.4133848	-0.25243673	0.56608003	0.57914674	0.32880485	-0.81196487
ATR_257_set19__667	16656.732755656492	20308.004324179034	VIC	True	0.42284778	0.23702791	0.37050244	-0.74567723	0.41468298	-0.81702423	0.36334762	-0.80871665	0.4046401	-0.38059148	0.18518202	-0.35403335	0.24569185	-0.26484	0.4366051	0.16265059	0.42803824	-0.8673925	0.64324135	0.30438846
ATR_257_set19__673	16518.435085787823	20516.8717409241	EPDC	False	0.42318532	0.24137004	0.4183874	-0.19694668	0.4393813	-0.45103207	0.33304134	-1.2462968	0.45460176	0.33126727	0.09579604	-0.6179488	0.18717285	-0.5064001	0.4274083	-0.001751675	0.48030993	-0.3196377	0.90464526	1.2324587
ATR_257_set19__69	16692.53421052771	20493.054281701716	vCM-RV-Proliferating	False	0.3910842	-0.17157891	0.39702967	-0.4416925	0.45736778	-0.18449937	0.40777224	-0.16728745	0.34109583	-1.2859768	0.33963388	0.10199154	0.28672394	-0.095463976	0.4346001	0.12680945	0.35572726	-1.6251389	0.41298768	-0.51308805
ATR_257_set19__725	16519.10871221353	20562.515051677165	aFibro	False	0.3891203	-0.19684231	0.37722132	-0.6686833	0.4525774	-0.25548545	0.36582896	-0.77288955	0.4587686	0.39063686	0.08263236	-0.65681505	0.11732464	-0.79472584	0.42964405	0.03821454	0.6168752	1.1114287	0.7108471	0.5444111
ATR_258_set19__11	16736.941500560322	20041.753294367554	Compact vFibro	False	0.34445682	-0.77139354	0.28479254	-1.7278568	0.36905926	-1.4930996	0.31629857	-1.4880389	0.27847373	-2.1782227	0.28853652	-0.04887533	0.300433	-0.038874432	0.4323582	0.086732954	0.21632421	-3.0859427	0.6297152	0.2563662
ATR_258_set19__279	16515.282189598904	20235.488899617587	EPDC	False	0.50386035	1.2791739	0.5050947	0.7966624	0.5185888	0.7227044	0.41525856	-0.05919559	0.5156077	1.2004862	0.12964764	-0.51800066	0.23304363	-0.3170505	0.50830996	1.4444505	0.5761485	0.68465424	0.9759057	1.4854568
ATR_258_set19__280	16511.455100071922	20152.98193191745	VIC	True	0.45091614	0.5980994	0.5525841	1.34086	0.48164538	0.17525835	0.4286453	0.13409038	0.5098122	1.1179109	0.3435674	0.1136054	0.35791036	0.19838585	0.4016863	-0.46155944	0.5901021	0.83087355	0.9387601	1.3535776
ATR_258_set19__289	16505.547270987685	20105.06164796536	VEC	True	0.5968084	2.4748576	0.6832621	2.8383446	0.5985475	1.9075735	0.5526826	1.9250144	0.578964	2.103193	0.20652993	-0.29100284	0.26352635	-0.19122112	0.5488766	2.1696217	0.61714816	1.1142893	0.79098386	0.82892317
ATR_258_set19__292	16500.921219536503	20190.403934465932	EPDC	False	0.4244597	0.25776362	0.39288333	-0.48920685	0.44061556	-0.43274215	0.338387	-1.1691128	0.45726958	0.36927858	0.122283906	-0.53974235	0.21606189	-0.38714924	0.44900393	0.3842929	0.5202744	0.099149734	0.87841916	1.1393473
ATR_258_set19__386	16429.714939838614	20119.26368550954	VIC	True	0.36914974	-0.45374373	0.31397521	-1.3934424	0.35723937	-1.6682528	0.35603538	-0.91429514	0.3918433	-0.5629218	0.67898315	1.103933	0.4442869	0.55493885	0.35320178	-1.3282715	0.3564928	-1.6171169	0.61748135	0.21293199
ATR_258_set19__444	16598.889221962778	20255.041048507377	Compact vFibro	False	0.4612866	0.7315051	0.45673084	0.24244402	0.48155048	0.17385222	0.37725648	-0.6078922	0.47869083	0.67449075	0.15882549	-0.43185198	0.23812799	-0.2960628	0.4931633	1.1736878	0.5598606	0.5139732	0.8467518	1.0269178
ATR_258_set19__552	16560.859664100186	20077.613917480176	VIC	True	0.38350934	-0.26902187	0.40166852	-0.3885343	0.3886668	-1.202545	0.32672286	-1.3375268	0.41832274	-0.18563992	0.12256049	-0.5389257	0.19304384	-0.48216525	0.3964679	-0.55484414	0.4628812	-0.5022732	0.9360788	1.344058
ATR_258_set19__661	16619.170255396617	20220.727375376082	VIC	True	0.56032133	2.0054882	0.56841356	1.5222551	0.5795842	1.6265651	0.47556445	0.81153685	0.58061117	2.126662	0.13235258	-0.51001424	0.2532151	-0.23378482	0.5243718	1.7315729	0.6523602	1.4832761	0.77971244	0.7889059
ATR_258_set19__768	16542.55822813681	20081.42529672841	vCM-RV-Hybrid	False	0.24902248	-1.9990611	0.37991554	-0.63780934	0.3904584	-1.1759963	0.31376216	-1.5246612	0.2684825	-2.3205788	1.3373653	3.0478306	0.97441113	2.7432342	0.3175603	-1.9654007	0.5155333	0.049468063	0.32430777	-0.827931
ATR_258_set19__774	16493.730715491598	20274.740057153882	Compact vFibro	False	0.45264965	0.6203993	0.4842512	0.5578094	0.45996037	-0.14608102	0.3979267	-0.30944344	0.48302168	0.73619705	0.102960855	-0.5967944	0.21234313	-0.4024999	0.41666615	-0.19377905	0.51916647	0.08753973	0.86585855	1.094753
ATR_259_set19__129	16327.291615987515	20421.92618700708	EPDC	False	0.48107126	0.98601496	0.50562286	0.8027147	0.49897557	0.43206602	0.38396424	-0.5110416	0.5050616	1.0502245	0.12670973	-0.526675	0.2343924	-0.31148288	0.48869133	1.0937469	0.53781444	0.28295168	0.8535988	1.0512267
ATR_259_set19__146	16308.941317616844	20397.525160955916	vCM-RV-AV	False	0.37615848	-0.3635834	0.35342237	-0.9414037	0.47445107	0.06864942	0.5500059	1.8863671	0.38829792	-0.6134367	1.0312424	2.1439915	0.8132567	2.078006	0.35492742	-1.2974238	0.46890977	-0.43909994	0.15940505	-1.41339
ATR_259_set19__2	16438.253615267073	20549.22644046172	EPDC	False	0.5094304	1.3508271	0.50840193	0.834561	0.50274205	0.48787957	0.44957802	0.43632925	0.54311186	1.5923681	0.12769888	-0.5237544	0.22615826	-0.3454725	0.49759173	1.2528509	0.6183954	1.127359	0.71832204	0.57094973
ATR_259_set19__285	16201.804191193112	20426.575139979177	EPDC	False	0.45901984	0.70234543	0.44208705	0.07463575	0.4785349	0.12916586	0.3758988	-0.6274951	0.4733437	0.5983043	0.121740036	-0.54134816	0.22134332	-0.36534807	0.4768431	0.88194704	0.54540575	0.36250097	0.91835713	1.2811403
ATR_259_set19__367	16140.312901376321	20437.626792312127	EPDC	False	0.4584941	0.6955823	0.45507756	0.22349846	0.4807312	0.16171148	0.40677872	-0.18163249	0.4807053	0.70319295	0.16407397	-0.41635564	0.26444086	-0.1874461	0.4848042	1.0242605	0.51630175	0.057520363	0.8404512	1.0045484
ATR_259_set19__435	16404.994448817335	20471.452061836	EPDC	False	0.4403156	0.4617341	0.41535833	-0.23165795	0.46655616	-0.048341252	0.36417937	-0.79670733	0.46352923	0.4584667	0.11106636	-0.5728626	0.21183342	-0.40460393	0.46865135	0.7355112	0.5296894	0.19780916	0.8780098	1.1378939
ATR_259_set19__471	16358.466934096916	20326.95802775015	Compact vFibro	False	0.52433795	1.5425977	0.5296703	1.0782826	0.54667175	1.138852	0.4616676	0.6108858	0.5381195	1.5212364	0.17878109	-0.3729323	0.28309244	-0.110454425	0.52330434	1.7124909	0.65732616	1.5353144	0.8724148	1.11803
ATR_259_set19__494	16300.194718877237	20466.756257759025	EPDC	False	0.48212448	0.9995635	0.47666526	0.47087944	0.4976761	0.4128098	0.37975064	-0.5718801	0.5079093	1.0907984	0.13145632	-0.5126605	0.26922435	-0.16770041	0.49857453	1.2704194	0.57960725	0.72089833	0.88294345	1.15541
ATR_259_set19__500	16317.86748818146	20471.18095143671	Neuronal	False	0.38704437	-0.22354722	0.42338625	-0.13966332	0.4290885	-0.603556	0.31139234	-1.5588781	0.37187842	-0.8473834	0.23385665	-0.21031968	0.28105456	-0.118866585	0.52361494	1.7180432	0.33113474	-1.8828437	0.56560296	0.028746575
ATR_259_set19__511	16325.503586987927	20570.758476157076	adFibro	False	0.42577288	0.2746564	0.4542498	0.21401288	0.43691885	-0.48752186	0.31627503	-1.4883788	0.45624995	0.3547508	0.08546633	-0.64844763	0.1645221	-0.59989995	0.40630355	-0.37902135	0.5396248	0.30192256	0.8726528	1.1188749
ATR_259_set19__517	16306.405795933364	20516.731294033903	EPDC	False	0.49705577	1.1916397	0.5107901	0.861928	0.5285869	0.87086195	0.4631082	0.6316863	0.53344446	1.4546261	0.096378915	-0.6162278	0.22786517	-0.3384266	0.54256946	2.056875	0.5781218	0.7053321	0.83331233	0.9792032
ATR_259_set19__637	16397.48109666569	20454.823077535686	EPDC	False	0.45768836	0.68521726	0.43033051	-0.060086522	0.46449223	-0.07892561	0.3613441	-0.8376447	0.48522395	0.76757526	0.1309432	-0.5141755	0.214274	-0.39452946	0.46808264	0.7253448	0.56313336	0.5482685	0.8315215	0.9728452
ATR_259_set19__687	16193.84027900627	20501.07559029265	EPDC	False	0.44703442	0.5481649	0.4108373	-0.28346613	0.43712512	-0.48446536	0.37709296	-0.6102533	0.4734387	0.599658	0.10147807	-0.6011724	0.18644474	-0.5094056	0.4346601	0.12788187	0.5042719	-0.068540126	0.8125898	0.9056315
ATR_259_set19__785	16148.59219506433	20345.32098540505	vCM-LV-Compact I	False	0.48085374	0.9832167	0.54078275	1.2056241	0.5170035	0.6992126	0.4500917	0.44374597	0.4916807	0.8595719	0.5863444	0.83041364	0.5674984	1.0635425	0.48338673	0.99892145	0.44304234	-0.7101646	0.6746063	0.41574448
ATR_259_set19__794	16396.128414262046	20585.34746871527	aFibro	False	0.37313217	-0.4025138	0.35663795	-0.9045552	0.40384808	-0.9775813	0.34006462	-1.1448905	0.4015135	-0.42513987	0.07613057	-0.6760118	0.14252052	-0.6907201	0.39327705	-0.6118838	0.44448957	-0.6949991	0.7536732	0.696458
ATR_259_set19__89	16363.677508980063	20336.92543246324	Compact vFibro	False	0.37165627	-0.4214998	0.49905378	0.72743726	0.39724672	-1.0754037	0.21261577	-2.985073	0.38349375	-0.6818869	0.062121157	-0.71737516	0.11376667	-0.80941284	0.34869915	-1.4087607	0.3099933	-2.104385	0.7294919	0.6106064
ATR_259_set19__98	16353.44112662994	20336.147691431284	Proliferating vFibro	False	0.41745496	0.16765466	0.398038	-0.4301377	0.43463677	-0.52133894	0.34516224	-1.071288	0.43187666	0.007477673	0.20350292	-0.2999402	0.23927905	-0.29131135	0.4767727	0.8806887	0.4640073	-0.49047303	0.82947814	0.9655906
ATR_260_set19__116	16332.360214922128	20076.45957132264	vCM-RV-Hybrid	False	0.27465984	-1.669262	0.25545672	-2.0640264	0.35203344	-1.745397	0.43125698	0.17179918	0.2919222	-1.9866076	1.0822495	2.294592	0.8713445	2.3177862	0.3142925	-2.0238159	0.29018	-2.3120081	0.27250454	-1.0118495
ATR_260_set19__170	16283.203799124085	20012.94821468321	vCM-RV-Hybrid	False	0.37798	-0.34015137	0.42436177	-0.1284845	0.47725868	0.11025411	0.48963475	1.0146923	0.41764644	-0.19527596	1.1372392	2.4569511	0.9281777	2.5523875	0.41138676	-0.28815374	0.53811765	0.28612903	0.3402201	-0.771437
ATR_260_set19__414	16233.573360012186	20226.93933644501	Compact vFibro	False	0.48389646	1.0223584	0.45681855	0.24344909	0.5035804	0.5003025	0.41577765	-0.05170056	0.49564764	0.91609305	0.23473771	-0.20771833	0.29668412	-0.05434946	0.51528585	1.5691519	0.5488636	0.3987357	0.9375892	1.3494205
ATR_260_set19__430	16195.246559806335	20055.97586494428	vCM-RV-Hybrid	False	0.42370877	0.24810368	0.43965384	0.046752747	0.45931196	-0.15568946	0.43577978	0.23710208	0.4010544	-0.43168083	0.53389347	0.6755502	0.45175186	0.5857533	0.4410345	0.24183078	0.42804694	-0.8673013	0.54224503	-0.054181777
ATR_260_set19__449	16180.762592599647	20264.580324762497	Compact vFibro	False	0.3920617	-0.15900414	0.3331623	-1.1735709	0.3860671	-1.241069	0.32142863	-1.4139681	0.38584143	-0.64843696	0.3556822	0.14937478	0.3396136	0.12285873	0.42021498	-0.13033997	0.33217382	-1.8719552	0.6844434	0.4506694
ATR_260_set19__485	16352.83666913198	20040.095031190893	VIC	True	0.26024657	-1.8546743	0.2392729	-2.2494822	0.30657828	-2.4189744	0.26431662	-2.2385852	0.34317353	-1.2563734	0.23300521	-0.21283358	0.18437882	-0.51793355	0.36457807	-1.1249083	0.4584099	-0.549128	0.6308051	0.2602356
ATR_260_set19__492	16216.70017313065	20171.581981286534	vCM-RV-Hybrid	False	0.37871352	-0.33071533	0.41319677	-0.25642803	0.48920318	0.2872538	0.4651165	0.66068316	0.4181567	-0.1880055	0.93254477	1.852583	0.7532604	1.8303478	0.41416577	-0.23847607	0.48762524	-0.24298063	0.3625463	-0.6921716
ATR_260_set19__50	16390.163314804377	20040.316093858728	VIC	True	0.50992703	1.3572156	0.57089424	1.5506822	0.52026814	0.74759007	0.45966378	0.58195347	0.542165	1.5788769	0.18189056	-0.3637515	0.24129336	-0.2829965	0.5077231	1.4339596	0.6216526	1.1614914	0.7531446	0.6945814
ATR_260_set19__578	16297.60158180397	20140.22952744979	Pericyte	False	0.32786822	-0.9847893	0.3769139	-0.67220604	0.35745242	-1.6650957	0.25604096	-2.3580742	0.31846178	-1.6084691	0.071711116	-0.6890604	0.125415	-0.76132977	0.4018573	-0.45850307	0.30700997	-2.135647	0.4855975	-0.25529924
ATR_260_set19__599	16365.308263855432	20244.10824785022	vCM-LV-Compact I	False	0.2748965	-1.6662177	0.22614804	-2.3998845	0.36182123	-1.6003563	0.45098567	0.45665377	0.28292865	-2.1147487	1.2293177	2.728816	0.9813138	2.7717276	0.2990065	-2.2970693	0.29172257	-2.2958436	0.17207332	-1.3684136
ATR_260_set19__620	16297.358126987898	20041.324019410884	BEC	False	0.34257057	-0.79565823	0.43010977	-0.062616125	0.39376745	-1.1269612	0.30675933	-1.6257722	0.28056628	-2.148408	0.14791268	-0.46407247	0.17175014	-0.57006335	0.44092706	0.23991022	0.28337562	-2.3833113	0.33168492	-0.8017397
ATR_260_set19__75	16364.165130210547	20059.064511757082	vCM-LV-Compact I	False	0.3452488	-0.7612057	0.38414147	-0.5893828	0.43555862	-0.50767857	0.35023308	-0.99807227	0.38590375	-0.64754903	0.7295784	1.2533172	0.5527862	1.002812	0.4306459	0.056123924	0.43643737	-0.77937806	0.12379417	-1.5398204
ATR_261_set19__92	15869.832525272233	20173.679916775054	vCM-RV-AV	False	0.34359026	-0.782541	0.3974405	-0.43698472	0.42761126	-0.6254465	0.36102313	-0.8422791	0.3413125	-1.2828897	0.24878277	-0.16624975	0.2920752	-0.07337462	0.4923732	1.1595641	0.2557824	-2.6724606	0.15444712	-1.4309922
ATR_262_set19__133	15639.199014763588	20199.041296358948	vCM-RV-Hybrid	False	0.34958646	-0.7054059	0.395725	-0.45664302	0.37847665	-1.353548	0.35559565	-0.9206442	0.29764774	-1.9050295	0.40055507	0.28186363	0.35202295	0.17408322	0.31884953	-1.942354	0.2841659	-2.37503	0.47779375	-0.2830051
ATR_262_set19__169	15597.577078123939	20093.39815615155	vCM-RV-Hybrid	False	0.35308084	-0.66045415	0.37104434	-0.73946744	0.4850892	0.22629087	0.46940506	0.72260386	0.4007702	-0.4357305	1.5594038	3.7034078	1.1882253	3.6258357	0.40406695	-0.419003	0.5106553	-0.0016489354	0.361031	-0.6975514
ATR_262_set19__205	15557.58679776111	20092.937121819843	vCM-RV-Hybrid	False	0.3291888	-0.9678015	0.39766797	-0.43437794	0.42800662	-0.6195879	0.4902622	1.0237519	0.39278328	-0.5495287	1.2606722	2.8213916	1.0209866	2.9354923	0.36491698	-1.1188499	0.47628942	-0.36176863	0.17671075	-1.3519491
ATR_262_set19__234	15528.883313625163	20045.109127548225	VIC	True	0.48218563	1.0003502	0.53312474	1.1178683	0.489149	0.28645092	0.43540108	0.23163421	0.49310246	0.8798291	0.24652287	-0.17292218	0.28911126	-0.0856094	0.47712928	0.887063	0.58956146	0.8252085	0.890534	1.182359
ATR_262_set19__243	15516.579514306082	20181.511841891814	Compact vFibro	False	0.4003772	-0.05203348	0.34034172	-1.0912994	0.43671596	-0.49052846	0.35013846	-0.99943846	0.43039814	-0.013588473	0.123118944	-0.5372769	0.19389854	-0.47863713	0.44276628	0.27278823	0.46614048	-0.46811932	0.7826553	0.799354
ATR_262_set19__297	15739.808229157848	20147.442459890575	BEC	False	0.30965713	-1.219057	0.30010137	-1.5524276	0.3556418	-1.6919262	0.33933493	-1.1554261	0.25070977	-2.5738065	0.17879027	-0.37290522	0.1738125	-0.5615502	0.3724662	-0.98389953	0.24883711	-2.7452402	0.43681604	-0.4284895
ATR_262_set19__324	15536.450162597892	20219.763387352872	vCM-LV-Compact II	False	0.34132856	-0.8116355	0.3264792	-1.250155	0.39682218	-1.0816946	0.35933414	-0.86666566	0.27631682	-2.2089546	0.15457861	-0.44439104	0.15624398	-0.6340711	0.38916284	-0.6854297	0.22749583	-2.9688752	0.2011303	-1.2652516
ATR_262_set19__394	15752.782192308738	20053.863697827295	vCM-LV-Compact I	False	0.43027085	0.33251834	0.45241052	0.19293593	0.53243136	0.9278308	0.5169393	1.4089314	0.46123624	0.42579594	1.2761415	2.8670652	0.99690163	2.8360724	0.46958584	0.75221604	0.51641315	0.058687735	0.371134	-0.66168237
ATR_262_set19__60	15733.29655201238	20074.824720949044	vCM-LV-Compact I	False	0.3907744	-0.17556411	0.38077155	-0.62799996	0.4713009	0.02196868	0.42056814	0.017467318	0.3560175	-1.0733713	0.7713345	1.3766038	0.5907705	1.1596072	0.4202101	-0.13042733	0.40058553	-1.1550692	0.30745155	-0.88777614
ATR_262_set19__66	15724.34299912316	20124.273120775753	vCM-RV-Hybrid	False	0.28908557	-1.4836895	0.24303703	-2.2063477	0.38434047	-1.2666551	0.44461167	0.36462215	0.3113969	-1.7091302	1.4754045	3.4553967	1.1519142	3.4759476	0.32705978	-1.7955873	0.3479674	-1.7064545	0.24201673	-1.1200913
ATR_262_set19__71	15717.08534571708	20019.670272798692	vCM-RV-Hybrid	False	0.33781508	-0.856833	0.33784038	-1.1199632	0.42712992	-0.6325792	0.43102282	0.16841829	0.3352475	-1.3693045	0.66160446	1.0526217	0.54160947	0.95667577	0.39708564	-0.5438013	0.21479544	-3.1019626	0.22432242	-1.1829119
ATR_262_set19__73	15716.616628810105	20089.64508979019	vCM-RV-Hybrid	False	0.35778382	-0.59995496	0.4107813	-0.28410783	0.41664132	-0.7880046	0.37904632	-0.5820494	0.33531713	-1.3683122	0.18449804	-0.35605282	0.20998622	-0.41222894	0.5155582	1.5740201	0.3427123	-1.7615224	0.06401944	-1.7520405
ATR_263_set19__119	15268.491579545958	20569.259624558174	aCM-RA	False	0.40886793	0.05719105	0.44993293	0.1645444	0.5217313	0.7692721	0.4977353	1.1316527	0.40536496	-0.3702637	1.212755	2.679914	1.0581388	3.088853	0.4664162	0.6955556	0.5973097	0.9064023	0.5683586	0.03853001
ATR_263_set19__205	15363.896228419368	20624.26040069511	aCM-RA	False	0.34311	-0.7887191	0.43605018	0.005457071	0.39258358	-1.1445044	0.2582213	-2.3265932	0.35090446	-1.1462224	0.0919202	-0.6293923	0.21574274	-0.3884667	0.33186698	-1.7096535	0.4887296	-0.2314081	0.6669771	0.38865826
ATR_263_set19__79	15435.81680218136	20396.686471648925	VEC	True	0.37931064	-0.32303396	0.33768693	-1.1217216	0.3717141	-1.4537591	0.34388074	-1.089791	0.32391462	-1.5307765	0.16759087	-0.40597185	0.21668416	-0.38458058	0.48117056	0.9593052	0.40676546	-1.0903099	0.84180933	1.0093703
ATR_264_set19__127	15392.871025917864	20126.210875707508	vCM-LV-Compact I	False	0.31043643	-1.2090319	0.35705534	-0.8997723	0.4216542	-0.71372133	0.41575482	-0.052030172	0.37527895	-0.79893225	1.3071698	2.9586775	0.9952998	2.8294604	0.37418976	-0.9530892	0.47034657	-0.42404372	0.30547377	-0.89479786
ATR_264_set19__212	15309.976112434373	20057.322124305265	vCM-RV-Trabecular	False	0.38633066	-0.23272833	0.41093636	-0.28233093	0.5026129	0.48596558	0.4928536	1.0611681	0.43675837	0.07703277	1.4907231	3.5006256	1.1267412	3.372036	0.4262072	-0.02322248	0.5080868	-0.028564058	0.4153798	-0.5045952
ATR_264_set19__236	15297.576704198675	20186.218692380626	Proliferating vFibro	False	0.42673653	0.28705287	0.48892888	0.6114126	0.46068734	-0.13530843	0.4115542	-0.11268148	0.45959947	0.40247503	0.33943126	0.10139328	0.3757775	0.2721395	0.4693903	0.74872065	0.51316434	0.024643464	0.7502655	0.6843595
ATR_264_set19__370	15368.088488310015	20175.803626353	Pericyte	False	0.3610373	-0.5581021	0.30617365	-1.4828432	0.42339066	-0.68798953	0.2747711	-2.0876374	0.35607362	-1.0725718	0.3996883	0.27930447	0.32292426	0.053966988	0.37467754	-0.9443697	0.35484505	-1.6343836	0.9716669	1.4704075
ATR_264_set19__493	15392.589843651705	20221.385909708162	Compact vFibro	False	0.36383235	-0.52214664	0.3322213	-1.1843542	0.41317034	-0.8394394	0.340885	-1.1330452	0.39023307	-0.5858644	0.31574988	0.031473145	0.28643483	-0.0966574	0.39515355	-0.5783394	0.41838837	-0.9685134	0.728411	0.6067689
ATR_264_set19__543	15456.927805271882	20093.364034369708	vCM-LV-Compact I	False	0.3520241	-0.67404795	0.3531363	-0.9446819	0.46113616	-0.12865755	0.46661228	0.68228006	0.39964002	-0.4518332	1.2385184	2.7559814	0.96544415	2.7062192	0.40014952	-0.4890311	0.46845028	-0.44391495	0.33452207	-0.79166687
ATR_264_set19__546	15404.500642340741	20035.536807368022	Compact vFibro	False	0.46240264	0.74586177	0.4705296	0.40056863	0.46984074	0.00033121943	0.39544648	-0.34525418	0.48629797	0.782878	0.2074548	-0.2882721	0.25152814	-0.2407484	0.4487533	0.37981248	0.52675676	0.16707838	0.75102806	0.6870669
ATR_264_set19__563	15278.64651862569	20045.30035439912	Compact vFibro	False	0.41235673	0.1020711	0.37954804	-0.6420205	0.43884662	-0.4589553	0.4125972	-0.09762171	0.4393283	0.113649584	0.26689306	-0.11277845	0.27943802	-0.12553948	0.4525381	0.44746986	0.47050595	-0.42237356	0.7552315	0.7019905
ATR_264_set19__589	15265.978338947942	20154.4382544738	Compact vFibro	False	0.44087487	0.46892852	0.4122343	-0.26745728	0.4419347	-0.41319445	0.39817867	-0.30580524	0.45086595	0.27803907	0.093968235	-0.62334543	0.15945601	-0.6208122	0.40878502	-0.33466262	0.42339176	-0.9160829	0.7642299	0.73393774
ATR_264_set19__70	15435.770666345483	20171.35642377141	vCM-LV-Compact I	False	0.43702605	0.4194173	0.47234973	0.42142633	0.5182061	0.7170339	0.49842083	1.141551	0.46233884	0.44150585	0.8207095	1.5223854	0.7237288	1.7084445	0.42366987	-0.0685801	0.5263828	0.16315965	0.5103619	-0.16737738
