	Atrial_septal_defect	Atrioventricular_septal_defect	DilatedCardiomyopathy	Familial_thoracic_aortic_aneurysm_and_aortic_dissection	HypertrophicCardiomyopathy	Malformation_of_the_outflow_tract	PCGC_DeNovoVariants	Single_ventricle_disease	Valve_defects	Ventricular_septal_defect
ATR_210_set7__542	-0.1410	-0.1480	0.3739	-0.2461	0.6440	-0.1200	-0.0981	0.0178	-0.2040	-0.1163
ATR_210_set7__554	-0.0667	-0.1101	0.6152	-0.2711	0.9051	-0.1025	-0.0374	-0.0112	-0.1435	-0.1061
ATR_210_set7__570	-0.0159	0.0149	0.2537	-0.1687	0.4447	-0.0366	-0.0607	0.1579	-0.0863	0.0020
ATR_210_set7__593	-0.2431	-0.2353	-0.0708	-0.2442	0.1908	-0.2046	-0.4158	-0.1055	-0.2284	-0.2280
ATR_210_set7__621	0.0580	-0.0160	0.6263	-0.2023	0.8299	0.0134	-0.0302	0.0546	-0.0227	0.0131
ATR_210_set7__639	0.0641	0.0802	0.5108	-0.1790	0.7916	-0.0203	0.0545	0.1972	-0.0297	0.0089
ATR_210_set7__641	-0.2318	-0.4554	0.2847	-0.6080	0.5452	-0.2717	-0.4689	-0.2206	-0.3454	-0.2426
ATR_210_set7__651	0.2796	0.1274	0.4998	-0.2158	0.3576	0.1508	0.2464	0.2434	0.1898	0.1760
ATR_210_set7__730	-0.0705	-0.3589	-0.5150	-0.6513	-0.7568	-0.0529	-0.0483	-0.2875	-0.2818	-0.2148
ATR_210_set7__731	-0.1204	-0.1587	-0.6122	0.2248	-0.6416	-0.1627	0.1569	0.0985	-0.0649	-0.1268
ATR_210_set7__734	-0.3553	0.1631	-0.7911	-0.0826	-0.7032	-0.0285	-0.2388	-0.5948	-0.2258	0.1360
ATR_210_set7__746	-0.1696	0.1747	0.0505	-0.8105	0.1406	-0.1071	-0.2408	-0.2239	-0.1974	-0.0706
ATR_210_set7__753	-0.1947	-0.2095	0.4377	-0.2959	0.7264	-0.1943	-0.1583	-0.1467	-0.2754	-0.2578
ATR_210_set7__77	-0.4608	-0.3897	0.4881	-0.6757	0.5602	-0.5500	-0.5251	-0.2521	-0.4735	-0.6035
ATR_210_set7__81	-0.0147	-0.1160	0.6200	-0.3219	0.8562	-0.0895	-0.0333	0.0387	-0.1110	-0.0602
ATR_210_set7__98	-0.0791	-0.2232	0.3648	-0.3849	0.5555	-0.1502	-0.1472	-0.0952	-0.1807	-0.0898
ATR_210_set8__2	0.1137	0.2192	-0.7292	0.1179	-0.9430	0.0071	1.1353	0.1482	0.1564	0.1061
ATR_210_set9__204	-0.0161	-0.0746	-0.7562	-0.4303	-0.9486	-0.2612	-0.1682	-0.2682	0.0051	-0.0399
ATR_210_set9__217	-0.2708	-0.1953	-0.0487	0.1115	-0.0406	-0.2399	-0.2056	-0.0346	-0.2270	-0.1886
ATR_210_set9__252	0.0765	0.0907	0.3703	-0.1076	0.6742	0.0175	0.0061	0.2232	-0.0127	-0.0425
ATR_210_set9__301	-0.0554	-0.6862	-1.0286	-0.3140	-1.0978	-0.1861	-0.0269	-0.2357	-0.0762	-0.0904
ATR_210_set9__396	-0.1311	0.3270	-0.2899	-0.5114	-0.1323	-0.2584	-0.2232	0.0365	-0.1635	-0.2502
ATR_211_set10__137	0.1482	0.3796	-0.8222	-0.0306	-0.8900	0.0595	0.2420	0.0921	0.1944	0.3271
ATR_211_set10__225	0.2241	0.2646	-0.6804	0.1898	-1.0018	0.4169	0.3405	0.0889	0.4291	0.2113
ATR_211_set10__267	0.2423	0.3019	0.4193	0.0913	0.6190	0.1471	0.1557	0.3879	0.1397	0.1250
ATR_211_set10__271	0.1712	0.0331	0.2503	-0.0075	0.1680	-0.0159	-0.1933	0.2215	0.0872	0.2642
ATR_211_set10__277	0.2671	0.1045	0.4847	0.0358	0.4721	0.2109	0.2103	0.3064	0.2425	0.1105
ATR_211_set10__279	0.1652	0.3414	-0.6987	-0.0820	-0.8446	0.0500	0.4475	0.0618	-0.0008	0.2228
ATR_211_set10__292	-0.1769	-0.1226	-0.1155	-0.4049	0.0876	-0.1722	-0.1356	0.0786	-0.2544	-0.1393
ATR_211_set10__313	0.4327	0.6256	-0.5268	0.1105	-0.9466	0.2910	0.3053	0.3670	0.4149	0.3872
ATR_211_set10__445	-0.1895	-0.0693	-0.0275	-0.3552	-0.0373	-0.1684	-0.1404	-0.0339	-0.2250	-0.1366
ATR_211_set10__45	0.1039	0.1620	0.4201	-0.0579	0.6768	0.0230	0.0472	0.2369	0.0063	0.0180
ATR_211_set10__50	0.2572	0.2885	0.5888	0.0962	0.9234	0.1129	0.1006	0.4616	0.1149	0.0749
ATR_211_set18__151	-0.0973	0.1719	-0.6708	-0.2143	-0.9335	0.1455	-0.0426	-0.0964	-0.0641	-0.1372
ATR_211_set18__232	-0.1960	0.0214	-0.8137	0.0758	-0.8565	0.0605	-0.0667	-0.4714	0.0894	-0.2436
ATR_211_set18__290	0.2227	0.3066	-0.4828	1.2363	-0.8386	0.2860	0.2026	0.3396	0.2757	-0.0939
ATR_211_set18__345	0.1634	0.3879	-0.7202	0.4436	-0.7970	0.3419	0.2759	0.2627	0.3400	0.0760
ATR_211_set18__36	-0.0293	0.0409	0.1706	-0.2498	0.2803	-0.0580	-0.1883	0.3704	-0.1561	-0.1619
ATR_211_set18__365	0.2613	-0.0345	0.7029	-0.1540	0.6507	0.0423	0.3429	0.3221	0.1584	-0.1168
ATR_211_set18__411	-0.0342	0.2138	-0.6641	0.2133	-0.9859	0.1404	-0.0494	0.2376	0.0770	0.0046
ATR_211_set18__466	-0.1630	0.2361	-0.7844	0.0467	-1.1656	0.2112	-0.4102	-0.3002	0.0253	0.3264
ATR_211_set18__487	0.3010	0.2870	-0.4050	0.4706	-0.7133	0.1439	0.5577	0.2291	0.2008	0.0816
ATR_211_set18__554	-0.4977	-0.3970	-0.5850	-0.2301	-1.0773	-0.2155	-0.3616	-0.6698	-0.1443	-0.1956
ATR_211_set18__557	-0.0657	0.0491	-0.7204	0.2742	-0.9769	0.0469	-0.0503	-0.0295	0.0722	-0.0864
ATR_211_set18__607	-0.1852	0.4784	-0.7874	0.6538	-1.0722	0.2099	0.0343	-0.4705	0.0588	-0.0123
ATR_211_set18__85	0.0519	0.0512	0.4783	-0.0144	0.7906	-0.0084	0.0075	0.1592	-0.0543	-0.0348
ATR_211_set19__134	-0.2916	-0.0741	-0.8023	-0.1949	-1.0706	-0.0617	-0.0603	-0.1871	-0.1884	-0.3410
ATR_211_set19__251	0.0403	0.3066	-0.7353	0.2055	-0.9850	0.2155	0.0591	0.1283	0.0538	0.0236
ATR_211_set19__316	0.1614	0.3488	-0.6496	0.4190	-0.8406	0.2841	0.3000	0.1922	0.2980	0.2355
ATR_211_set19__318	0.0735	0.0010	-0.6515	0.2898	-1.0388	0.0627	0.1967	0.1885	0.2601	-0.0166
ATR_211_set19__372	0.4285	0.3729	-0.6376	0.2916	-0.8905	0.6304	0.1019	0.5797	0.5739	0.4801
ATR_211_set19__394	0.1027	0.2232	-0.6603	0.6824	-0.8083	0.2143	0.0766	0.3477	0.2276	0.1420
ATR_211_set19__482	0.2620	0.1537	-0.4727	0.5701	-0.7238	0.3677	0.2615	0.5203	0.3965	0.3479
ATR_211_set19__597	0.1673	0.1406	-0.5628	0.5367	-0.9997	0.2209	0.2238	0.2211	0.2796	0.0144
ATR_211_set19__60	-0.0802	0.1173	-0.8514	0.6535	-1.0458	0.1014	-0.0538	-0.1334	-0.0300	-0.0647
ATR_211_set19__610	-0.2724	-0.1829	-0.9703	0.0547	-1.0861	0.0213	0.0025	-0.0322	0.0217	0.0187
ATR_211_set19__670	-0.0069	0.0984	-0.7147	0.7478	-1.0725	0.0330	-0.0097	-0.0059	0.1480	0.0029
ATR_211_set19__719	0.2198	0.3796	-0.6623	0.2337	-1.0113	0.2774	0.2100	0.0307	0.3537	0.1761
ATR_211_set19__720	-0.2098	0.1710	-0.6764	0.3523	-1.0689	0.1261	-0.0662	0.0022	-0.1374	-0.2234
ATR_211_set19__725	0.0015	0.2717	-0.7346	-0.1229	-1.0483	0.1598	-0.0046	-0.4805	0.0991	0.2735
ATR_211_set19__743	-0.3156	-0.0360	-0.7583	0.1325	-1.0611	-0.0910	-0.3805	-0.1628	-0.2390	-0.3930
ATR_211_set19__755	-0.6460	-0.3961	-0.9084	0.5211	-1.1082	-0.3466	-0.3792	-0.4001	-0.4340	-0.4988
ATR_211_set1__66	0.2094	0.4899	-0.6113	0.2889	-1.0863	0.3856	-0.0035	0.4628	0.2540	0.3131
ATR_211_set20__21	-0.1727	-0.2339	0.2120	-0.3455	0.4673	-0.1007	-0.2032	-0.1196	-0.2532	-0.1392
ATR_211_set2__100	-0.6182	-0.1714	-0.7981	0.3910	-1.0578	-0.1918	-0.4635	-0.3656	-0.2675	-0.4559
ATR_211_set2__128	0.3169	0.4916	-0.5524	0.8475	-0.8386	0.4941	0.3152	0.4505	0.4311	0.2186
ATR_211_set2__149	-0.0701	0.0864	-0.6979	0.4082	-1.0277	0.1865	-0.0071	0.1031	0.0870	-0.0528
ATR_211_set2__221	-0.0646	0.1801	-0.7647	0.1966	-1.0397	0.1297	0.0168	-0.1229	0.0197	-0.2730
ATR_211_set2__277	0.1829	0.2800	-0.5718	0.4610	-0.9402	0.3630	0.1856	0.3698	0.3219	0.0043
ATR_211_set2__307	0.4050	0.7777	-0.6102	-0.0219	-0.8664	0.5212	0.3701	0.1425	0.5363	0.4829
ATR_211_set2__314	0.1939	0.1950	-0.4704	0.5026	-0.9915	0.3189	0.1557	0.2480	0.4621	0.2131
ATR_211_set2__360	0.0497	0.1059	-0.6817	0.6178	-0.9712	0.2623	-0.0265	0.1245	0.1164	-0.1464
ATR_211_set2__366	-0.0832	0.1829	-0.6796	0.3677	-1.0242	0.0722	-0.0760	0.4936	-0.0307	-0.1107
ATR_211_set3__115	-0.0792	-0.0351	-0.6168	-0.6698	-0.8524	-0.0615	0.1296	-0.3596	-0.1233	-0.0076
ATR_211_set3__185	0.4729	0.2248	0.7383	0.0116	0.5800	0.3100	0.3036	0.4870	0.4223	0.3265
ATR_211_set3__304	-0.2316	-0.1901	-0.7920	0.3254	-1.0080	-0.0950	-0.1172	-0.2363	-0.1101	-0.2451
ATR_211_set3__347	-0.0955	-0.3327	0.6770	-0.3557	0.9573	-0.1435	-0.1436	-0.1218	-0.1617	-0.1304
ATR_211_set3__354	-0.3316	-0.3612	-0.7666	0.4426	-0.9688	-0.1734	-0.1016	-0.1714	-0.2561	-0.2168
ATR_211_set3__395	-0.0705	-0.0890	-0.7423	0.3121	-0.8298	0.3124	0.4292	-0.2994	0.0212	0.4216
ATR_211_set3__407	-0.2654	-0.3239	-0.6746	0.5347	-0.9363	-0.0732	-0.0882	-0.0629	-0.0394	-0.3350
ATR_211_set3__454	-0.3547	-0.5632	0.4755	-0.5285	0.9628	-0.3699	-0.2558	-0.3503	-0.3398	-0.2712
ATR_211_set3__526	0.4606	0.2944	-0.6935	0.4623	-0.9207	0.2984	0.5372	0.1654	0.6634	0.6562
ATR_211_set3__556	-0.2618	-0.1324	0.1510	-0.3126	0.4273	-0.1876	-0.2300	-0.0712	-0.3037	-0.2111
ATR_211_set5__128	0.2150	0.2263	0.5962	0.3158	0.8455	0.1462	0.1266	0.3883	0.1474	0.1508
ATR_211_set5__205	-0.1301	-0.7612	-1.0045	-0.3038	-1.0663	-0.3446	-0.1192	-0.2815	-0.1837	-0.2443
ATR_211_set5__361	-0.0331	-0.0463	-0.7555	0.0977	-0.7618	-0.0812	0.3937	-0.1370	0.0047	-0.2355
ATR_211_set5__46	0.3621	0.2712	0.7551	0.5832	0.7966	0.1892	0.2139	0.3095	0.3244	0.2275
ATR_211_set5__5	-0.2020	0.0393	-0.7413	0.3158	-1.0550	-0.0550	0.1494	-0.6846	-0.0705	-0.3722
ATR_211_set6__50	0.0852	-0.0098	0.2152	0.0568	0.2873	0.0354	0.0004	0.1007	0.0159	0.0063
ATR_211_set7__138	-0.5603	-0.5521	0.1479	-0.3152	0.4542	-0.4990	-0.3938	-0.4114	-0.6655	-0.5179
ATR_211_set7__157	-0.0839	-0.2549	0.6935	-0.0882	0.9158	-0.1058	-0.1470	-0.0542	-0.1947	-0.0906
ATR_211_set7__177	0.2265	0.4363	-0.5458	0.6651	-0.9352	0.3603	0.1959	0.0494	0.2196	0.1559
ATR_211_set7__178	0.0248	0.1907	0.2770	-0.0492	0.4815	0.0423	-0.0421	0.2923	-0.0627	-0.0886
ATR_211_set7__248	-0.1489	-0.2854	0.4634	-0.4941	0.5399	-0.1694	-0.1647	-0.1974	-0.1863	-0.1299
ATR_211_set7__282	-0.3603	-0.4662	0.4241	-0.4215	0.7953	-0.3527	-0.3564	-0.4278	-0.3957	-0.3032
ATR_211_set7__357	0.2726	0.4000	-0.4578	0.2553	-0.6414	0.2801	0.2649	0.1981	0.3438	0.3501
ATR_211_set7__419	-0.3806	-0.3693	-0.0164	-0.4417	0.4758	-0.3100	-0.3837	0.0440	-0.4645	-0.3869
ATR_211_set7__506	-0.2619	0.0016	0.3152	-0.0504	0.6812	-0.1516	-0.2589	0.0852	-0.3452	-0.2866
ATR_211_set7__614	-0.5082	-0.5640	0.2427	-0.7282	0.5973	-0.3893	-0.5285	-0.4840	-0.3988	-0.4756
ATR_211_set7__643	-0.2406	-0.1487	-0.1285	-0.5260	0.0772	-0.1727	-0.3586	-0.2110	-0.3380	-0.3024
ATR_211_set8__217	-0.0502	0.1605	0.5023	-0.7149	0.5184	0.1846	0.0969	-0.5080	-0.3429	0.3476
ATR_211_set8__223	0.4209	0.1973	0.8428	0.2210	0.9182	0.2570	0.1674	0.2889	0.4108	0.4411
ATR_211_set8__320	0.3992	0.3155	0.5545	0.3255	0.4690	0.2578	0.2485	0.5222	0.3301	0.2344
ATR_211_set8__331	0.5166	0.5985	-0.3966	0.9762	-0.8216	0.3149	0.3604	0.7433	0.7113	0.6605
ATR_211_set8__344	0.4617	0.1275	0.3666	1.1794	0.6246	0.3366	-0.4307	1.2253	0.0267	-0.1924
ATR_211_set8__345	0.1003	0.3093	0.1889	-0.1117	0.3252	-0.0194	0.0897	0.2179	-0.0121	0.0666
ATR_211_set8__364	0.3051	0.1800	0.7218	0.6911	0.8582	0.1955	0.1088	0.1459	0.1628	0.1626
ATR_211_set8__395	0.1850	1.0097	-0.7012	0.5110	-0.7859	0.4982	0.1704	-0.0106	0.5381	0.2694
ATR_211_set8__416	0.0298	0.2020	0.0309	-0.1468	0.2839	-0.0723	-0.0504	0.2114	-0.0308	0.0343
ATR_211_set8__559	-0.1885	0.5585	-0.9405	-0.2237	-1.0874	0.1834	-0.2039	-0.4475	-0.0823	-0.0952
ATR_211_set8__573	-0.3035	-0.0388	-0.1959	-0.4521	0.0156	-0.2819	-0.2456	-0.0389	-0.3545	-0.2821
ATR_211_set8__96	-0.1454	0.0790	-0.2193	-0.5591	-0.3281	-0.1712	-0.1471	-0.0161	-0.2712	-0.0859
ATR_211_set9__175	0.0494	0.0074	0.7558	-0.0769	1.0262	-0.0414	-0.0707	0.1081	-0.0341	-0.0586
ATR_211_set9__191	-0.0286	-0.0747	0.4826	-0.0171	0.6994	-0.0721	-0.1519	0.0363	-0.1214	-0.1860
ATR_211_set9__263	-0.0427	-0.3560	0.5365	-0.0015	0.5858	-0.1377	-0.1367	-0.0924	-0.1154	0.0049
ATR_211_set9__453	-0.2535	-0.3600	-0.7284	0.4486	-1.0688	-0.1154	-0.3807	-0.3601	-0.1743	-0.3727
ATR_211_set9__487	-0.0743	-0.1795	0.3428	-0.0989	0.5620	-0.1807	-0.0986	0.2951	-0.1581	-0.0179
ATR_211_set9__523	-0.1140	-0.2364	0.5541	0.0352	0.5345	-0.1108	-0.1610	0.1366	-0.1364	-0.1155
ATR_211_set9__525	0.1621	0.1524	0.4987	0.1133	0.6285	0.0609	0.1027	0.2014	0.0892	0.0139
ATR_212_set10__171	-0.0718	0.0672	-0.5302	-0.4404	-1.0221	0.0760	0.1659	-0.1481	0.1074	0.1446
ATR_212_set10__175	-0.0280	-0.1272	-0.7459	0.1531	-0.9272	-0.0132	-0.0198	-0.1959	0.2162	0.2439
ATR_212_set10__267	0.1312	0.7787	-0.8818	0.0483	-0.9473	0.0908	-0.0881	0.8490	0.2065	0.0239
ATR_212_set10__308	-0.0819	-0.3733	0.1358	1.4256	0.6590	-0.1888	-0.2822	0.4664	-0.1126	-0.3820
ATR_212_set10__324	-0.1859	-0.1433	-0.0141	-0.3049	0.0144	-0.1754	-0.1810	0.1432	-0.2562	-0.2622
ATR_212_set10__336	-0.0345	0.1074	-0.8090	0.3762	-1.0253	0.0623	-0.1086	-0.1077	0.0737	0.0608
ATR_212_set10__57	-0.1724	-0.0726	-0.8046	0.6999	-1.0786	0.1029	-0.2565	0.0633	-0.0527	-0.1597
ATR_212_set18__102	0.2192	0.4657	-0.3696	0.8544	-0.7489	0.6114	0.4976	0.1925	0.3482	0.1678
ATR_212_set18__110	0.4658	0.4962	-0.4731	1.0669	-0.8169	0.4971	0.3994	0.6994	0.7440	0.2030
ATR_212_set18__150	0.2320	0.2275	-0.5281	0.7814	-0.7743	0.2734	0.2519	0.2946	0.3953	0.1724
ATR_212_set18__163	-0.2170	-0.0368	-0.8542	0.4082	-1.0352	-0.0249	-0.0991	-0.1555	-0.0124	-0.0775
ATR_212_set18__165	0.0473	0.1086	-0.7825	0.2238	-0.7755	-0.0300	-0.1480	0.0374	-0.0433	-0.2819
ATR_212_set18__194	0.0148	0.0173	-0.4479	0.7340	-0.8987	0.1669	0.0278	0.0023	0.1443	-0.0546
ATR_212_set18__240	-0.6015	-0.1677	-0.8697	-0.2366	-1.0786	-0.1773	-0.4764	-0.0707	-0.4572	-0.7325
ATR_212_set18__369	0.4227	0.2786	-0.7095	0.3901	-0.8987	0.3786	0.4044	0.3424	0.4991	0.2528
ATR_212_set18__390	-0.3025	-0.2543	-0.7223	0.7738	-0.9905	-0.0781	-0.1020	-0.3363	-0.1695	-0.4043
ATR_212_set18__44	0.0427	0.2309	-0.7730	0.3122	-0.9928	0.1763	0.0228	0.3029	0.4039	0.3433
ATR_212_set18__50	0.4777	0.7170	-0.7576	0.4574	-0.9294	0.3456	0.1115	0.3081	0.5311	0.0959
ATR_212_set18__548	0.1637	0.3538	-0.5708	0.3428	-0.8506	0.3719	0.1632	0.4642	0.3605	0.0515
ATR_212_set18__624	-0.2612	-0.1169	-0.8581	0.3760	-0.9645	-0.0884	-0.0682	-0.3406	-0.1200	-0.0909
ATR_212_set18__625	-0.2170	0.2784	-0.6666	0.2098	-0.7706	0.3838	-0.1443	0.0016	-0.0475	-0.1636
ATR_212_set19__100	0.2165	0.5379	-0.8846	-0.2374	-1.0872	0.1535	-0.1981	0.4585	0.1837	0.2278
ATR_212_set19__192	0.3273	0.6441	-0.6450	0.0369	-0.9073	0.6470	0.2455	0.1685	0.4938	0.6980
ATR_212_set19__26	-0.3247	-0.1533	-0.7906	0.2485	-1.0586	-0.0457	-0.1983	-0.2269	-0.2013	-0.4801
ATR_212_set1__140	0.2872	0.3760	0.5030	0.1912	0.6936	0.2141	0.1902	0.3085	0.1831	0.1674
ATR_212_set1__163	0.0952	0.4003	-0.6381	0.8681	-0.8107	0.2465	0.0804	-0.0715	0.3719	0.1712
ATR_212_set1__204	0.2877	0.4845	-0.3051	0.2046	-0.9562	0.3488	0.2417	0.2816	0.3549	0.2513
ATR_212_set1__218	0.3786	0.4914	-0.7226	-0.0141	-1.0318	0.3337	0.2804	0.1217	0.3783	0.3422
ATR_212_set1__234	0.3101	0.1896	-0.6016	0.8450	-0.8414	0.3644	0.3040	0.5582	0.4396	0.1736
ATR_212_set1__238	-0.1014	0.2144	-0.8297	-0.6649	-1.0989	0.3668	-0.1903	-0.4332	0.2421	0.7372
ATR_212_set1__260	0.0657	-0.0611	0.4741	0.3066	0.5359	-0.0521	-0.0459	0.0666	0.0023	0.0445
ATR_212_set1__41	-0.0254	0.1471	-0.5607	0.0300	-0.8093	-0.0483	0.0266	-0.1460	0.0711	-0.0384
ATR_212_set1__59	0.3444	0.3905	0.2439	0.6669	0.2969	0.2364	0.1775	0.2544	0.3356	0.2750
ATR_212_set1__76	0.0611	0.0508	0.3197	-0.0048	0.4649	-0.0076	-0.0199	0.1633	-0.0022	0.0480
ATR_212_set21__107	0.2220	0.2407	0.6201	0.3219	0.9061	0.0792	0.1071	0.3003	0.1802	0.1041
ATR_212_set21__117	0.1907	0.2219	0.5877	0.0369	0.8057	0.0531	0.0724	0.3597	0.0572	-0.0051
ATR_212_set21__142	0.1426	0.7267	0.0484	-0.0277	0.3518	0.1444	-0.0721	0.7885	0.1419	-0.1396
ATR_212_set21__215	0.2446	0.3466	0.3617	0.1123	0.5126	0.1306	0.1398	0.3303	0.1610	0.1579
ATR_212_set21__277	-0.2644	0.0589	0.4515	-0.4344	0.7585	-0.0950	-0.2821	-0.3561	-0.3253	-0.2521
ATR_212_set21__31	0.2992	0.3111	0.5938	0.4019	0.7865	0.1855	0.2565	0.3965	0.2253	0.2318
ATR_212_set21__349	0.0603	0.1810	0.0755	-0.0450	0.2264	-0.0737	0.1032	0.1673	-0.0099	0.0043
ATR_212_set21__35	0.2233	0.2175	0.5517	0.1763	0.7744	0.1347	0.1621	0.2674	0.1167	0.1422
ATR_212_set21__374	-0.1075	-0.0047	-0.0784	-0.3529	0.1324	-0.1881	-0.1577	0.1217	-0.1432	-0.1582
ATR_212_set21__422	0.1968	0.2976	0.0641	0.1042	0.2154	0.1367	0.1444	0.4328	0.1127	0.0214
ATR_212_set21__453	-0.2465	-0.1479	-0.2586	-0.2295	-0.1460	-0.2153	-0.2174	-0.0441	-0.2638	-0.1865
ATR_212_set21__501	-0.4311	-0.2548	-0.4351	-0.5360	-0.2235	-0.3605	-0.4175	-0.0664	-0.4880	-0.3989
ATR_212_set21__87	0.3894	0.4378	0.4882	0.2943	0.6744	0.2481	0.3333	0.4235	0.3001	0.3258
ATR_212_set2__139	0.1342	0.4626	-0.6150	0.4674	-0.8531	0.2782	0.1147	0.3271	0.2927	0.0102
ATR_212_set2__178	-0.0372	0.1218	-0.5895	0.3014	-0.8739	0.2402	0.0746	0.1229	0.0839	-0.1501
ATR_212_set2__259	-0.0227	0.2866	-0.7005	0.2238	-1.0278	0.1121	-0.0655	0.1435	0.1567	0.0727
ATR_212_set2__279	0.1004	0.3291	-0.6918	0.3938	-0.9547	0.1558	0.0878	0.0916	0.1939	0.0519
ATR_212_set2__320	-0.0456	0.1098	-0.4884	0.5522	-0.6329	0.0656	0.0811	0.2737	0.1820	-0.1520
ATR_212_set2__680	-0.0435	0.1727	-0.6058	0.4717	-0.9630	0.1748	0.0383	0.2236	0.0619	-0.1114
ATR_212_set2__79	-0.1517	0.0183	-0.7396	0.1883	-1.0091	0.0853	-0.0151	0.1038	-0.0093	-0.1443
ATR_212_set2__89	0.2284	0.4203	-0.6673	0.5831	-0.9520	0.3377	0.0798	0.5178	0.3240	0.1064
ATR_212_set4__186	-0.4727	-0.9348	0.2194	-0.7256	0.2508	-0.5452	-0.6165	-0.7054	-0.5075	-0.1315
ATR_212_set4__219	0.0822	0.1337	0.3256	-0.1683	0.5580	0.0065	0.0312	0.2011	-0.0335	-0.0293
ATR_212_set4__39	-0.1418	-0.5167	0.0822	0.0214	0.2057	-0.0395	-0.2246	-0.0158	-0.1212	0.0810
ATR_212_set4__62	0.0883	0.2513	-0.5831	-0.6012	-0.8266	-0.0779	0.4422	-0.5072	0.0402	0.0370
ATR_212_set5__131	0.3357	0.3678	0.7019	0.2306	0.8351	0.1973	0.1975	0.2990	0.3038	0.1846
ATR_212_set5__196	0.0966	0.1500	0.4512	-0.1950	0.7270	-0.0027	0.1130	0.2622	0.0120	0.0360
ATR_212_set5__289	-0.1062	0.1263	0.1304	-0.1636	0.0457	-0.1124	-0.0989	0.0822	-0.1028	-0.0625
ATR_212_set5__374	-0.0105	-0.0296	0.3392	0.3023	0.6322	-0.2276	-0.3270	0.0691	0.0243	0.0380
ATR_212_set5__378	0.3038	0.4701	-0.6278	0.0583	-1.0110	0.1543	0.2672	-0.0045	0.3078	0.4384
ATR_212_set5__44	0.5103	0.6032	-0.6932	0.0648	-0.8196	0.2352	0.3649	0.2873	0.4419	0.4631
ATR_212_set5__445	-0.0248	0.1793	-0.7059	0.2780	-1.0409	0.0237	-0.0509	0.0284	0.0402	-0.0296
ATR_212_set5__496	0.1686	0.3204	0.3823	0.0570	0.4723	0.1454	0.1425	0.1555	0.0841	0.0114
ATR_212_set5__503	-0.0289	-0.6195	-0.0342	0.3062	0.0642	0.0297	-0.0478	-0.5506	0.0181	0.1394
ATR_212_set5__511	-0.1408	-0.1847	0.0894	-0.2180	0.3226	-0.2000	-0.0632	-0.2435	-0.1603	-0.0832
ATR_212_set5__513	0.5593	0.1871	0.6838	0.1841	0.7203	0.2619	0.1042	0.4442	0.6290	0.5862
ATR_212_set5__568	0.2054	0.1012	0.6795	0.3671	0.8504	0.0387	0.0437	0.1785	0.1796	0.2041
ATR_212_set5__679	0.0051	0.0521	-0.9083	0.3973	-0.9269	-0.2592	0.0580	-0.3192	-0.0539	0.1591
ATR_212_set5__699	-0.0541	-0.0844	-0.4732	0.1963	-0.9858	0.0782	-0.0024	-0.3867	0.1937	-0.2916
ATR_212_set5__70	-0.1488	-0.3668	-0.0931	-0.2604	-0.0186	-0.3513	-0.1964	-0.4464	-0.1693	-0.0249
ATR_212_set5__733	0.2781	0.6570	-0.0643	0.0220	0.1033	0.2148	-0.0884	1.0447	0.2707	-0.1402
ATR_212_set5__807	-0.3380	-0.2783	-0.8052	0.1732	-1.0444	-0.2781	-0.0974	-0.3522	-0.2948	-0.4381
ATR_212_set5__820	0.0103	-0.0894	0.1486	-0.0290	0.2204	-0.0397	0.0443	-0.0234	-0.0940	-0.1259
ATR_212_set5__855	0.2278	0.3176	0.5990	0.4520	1.0137	0.1291	0.1730	0.2644	0.1848	0.2559
ATR_212_set5__97	0.2466	0.4362	-0.6860	0.0324	-0.9985	0.2434	0.2122	0.2404	0.3279	0.3310
ATR_212_set6__124	0.4047	0.5779	-0.6144	0.3024	-0.8808	0.3969	0.3376	0.6007	0.4945	0.2384
ATR_212_set6__209	0.5243	0.5130	-0.5515	0.5348	-0.8743	0.2654	0.4268	0.3896	0.5675	0.3044
ATR_212_set6__300	0.3130	0.2939	0.4488	0.1862	0.6020	0.1657	0.2014	0.3556	0.1941	0.1792
ATR_212_set6__349	0.2080	0.0867	0.2607	0.0589	0.3161	0.0679	0.1357	0.1844	0.1347	0.0452
ATR_212_set7__162	-0.0432	-0.1697	-0.5526	0.5624	-0.8527	-0.0990	0.2054	-0.3646	-0.0429	-0.3401
ATR_212_set7__234	-0.2399	-0.3901	-0.7883	0.2866	-0.9178	-0.2420	-0.1662	-0.3862	-0.1352	-0.3844
ATR_212_set7__270	-0.2861	-0.2176	0.3897	-0.3475	0.6669	-0.1550	-0.3227	-0.1928	-0.3800	-0.3364
ATR_212_set7__275	-0.2722	-0.3287	0.5531	-0.4015	0.9980	-0.3403	-0.3041	-0.3509	-0.3652	-0.3555
ATR_212_set7__418	-0.1964	-0.1647	0.2518	-0.4351	0.4918	-0.2327	-0.2056	0.0040	-0.2931	-0.2251
ATR_212_set7__424	0.1196	0.1763	0.3416	-0.2172	0.4568	0.1038	0.0545	0.1689	0.0873	0.0236
ATR_212_set7__461	-0.1601	-0.3850	0.5644	-0.4069	0.7938	-0.1927	-0.2231	-0.2223	-0.2214	-0.1157
ATR_212_set7__486	-0.3256	-0.3097	0.3150	-0.4637	0.6383	-0.2296	-0.2757	-0.1842	-0.3371	-0.3524
