	Atrial_septal_defect	Atrioventricular_septal_defect	DilatedCardiomyopathy	Familial_thoracic_aortic_aneurysm_and_aortic_dissection	HypertrophicCardiomyopathy	Malformation_of_the_outflow_tract	PCGC_DeNovoVariants	Single_ventricle_disease	Valve_defects	Ventricular_septal_defect
VEN_027_set20__606	-0.2708	0.1070	0.9064	-0.5310	0.6067	-0.0330	-0.0817	0.3750	-0.2200	-0.0077
VEN_027_set20__644	-0.0068	0.2370	0.3840	-0.1292	0.5260	0.0381	-0.0908	0.1269	-0.0986	-0.0813
VEN_027_set20__669	-0.2411	-0.0204	0.0316	-0.2780	0.1761	-0.1743	-0.2921	0.0112	-0.3407	-0.2777
VEN_027_set20__708	0.6014	0.8070	-0.6895	0.0461	-0.9049	0.7598	0.4263	0.5072	0.7704	0.8174
VEN_027_set20__784	-0.1694	-0.3210	-0.7568	0.4066	-1.0224	-0.0477	-0.0607	-0.5551	-0.2566	0.1061
VEN_027_set20__82	-0.0880	-0.1648	0.4517	-0.2163	0.8148	-0.1047	-0.1204	-0.0465	-0.1719	-0.0319
VEN_027_set20__893	-0.0052	0.0516	0.4140	-0.1013	0.6605	-0.0363	-0.0051	0.1079	-0.0929	-0.0237
VEN_027_set20__907	-0.1361	-0.2155	0.5047	-0.2133	0.6735	-0.0999	-0.1193	-0.1132	-0.1784	-0.1526
VEN_027_set20__948	0.2948	0.5076	-0.7037	0.0720	-0.9867	0.2814	0.1663	0.2612	0.3890	0.3694
VEN_027_set20__994	-0.1929	-0.2182	0.3295	-0.2770	0.6024	-0.0972	-0.2185	-0.0892	-0.2630	-0.1580
VEN_027_set22__161	0.0043	-0.1572	0.6402	-0.2719	0.7812	-0.0459	-0.0257	-0.0628	-0.0585	0.0173
VEN_027_set22__234	0.0333	-0.0258	0.6193	-0.2115	0.9475	-0.0643	-0.0043	0.0457	-0.0751	-0.0583
VEN_027_set22__379	0.0043	-0.0424	-0.5191	0.1611	-0.7102	-0.0047	0.1405	0.1600	0.1602	0.2523
VEN_027_set22__41	-0.2122	-0.2959	0.4421	-0.4206	0.7175	-0.2088	-0.1861	-0.1757	-0.2474	-0.1642
VEN_027_set22__424	-0.3621	-0.3098	0.0657	-0.3597	0.3122	-0.2727	-0.3048	-0.1950	-0.3849	-0.3899
VEN_027_set22__487	-0.1682	-0.2180	0.5570	-0.3358	0.8284	-0.1616	-0.1432	-0.1323	-0.2250	-0.1675
VEN_027_set22__549	0.5581	0.0092	0.2432	2.0558	-0.5398	0.0492	0.8733	0.1114	0.6441	0.0909
VEN_027_set22__553	0.0712	0.1828	-0.3344	1.3105	-0.7742	-0.3427	0.0630	0.5062	0.0827	0.0741
VEN_027_set22__614	0.1164	0.0568	0.6738	-0.0905	0.9775	0.0454	0.0679	0.0227	0.0270	0.0735
VEN_027_set22__62	0.1211	-0.0630	0.6351	-0.2046	0.5257	0.0760	0.0454	0.1590	0.0646	0.0604
VEN_027_set22__644	-0.1168	-0.2951	-0.8451	-0.5130	-0.7460	-0.3592	-0.1003	-0.6853	0.0120	0.1079
VEN_027_set22__674	-0.0021	-0.0859	0.7064	-0.2134	0.9802	-0.0549	-0.0156	-0.0319	-0.0851	-0.0536
VEN_027_set22__769	-0.0395	-0.1806	0.6140	-0.2463	0.5372	-0.0580	-0.0825	-0.1238	-0.0696	-0.0302
VEN_027_set22__780	0.0204	-0.0984	0.6497	-0.3191	0.7514	-0.0235	-0.0124	0.0033	-0.0291	-0.0338
VEN_027_set22__867	-0.0731	-0.1390	0.6350	-0.2283	0.9043	-0.1329	-0.0284	-0.1109	-0.1513	-0.1204
VEN_027_set22__871	-0.0693	-0.2803	0.5751	-0.2195	0.6671	-0.0310	-0.0913	-0.0753	-0.0998	-0.1045
VEN_027_set22__928	-0.2004	-0.0762	-0.6241	0.1459	-0.8543	-0.1097	-0.3333	-0.4901	-0.2062	-0.2363
VEN_027_set22__929	-0.3801	-0.5242	0.4661	-0.4714	0.6834	-0.3293	-0.3134	-0.3748	-0.4129	-0.3816
VEN_027_set23__25	-0.0639	-0.1096	0.1090	0.0156	0.2620	-0.1024	-0.1515	0.2662	-0.1154	0.0533
VEN_027_set23__284	0.2339	0.4154	-0.6146	0.7145	-0.8371	0.1236	0.4564	0.1628	0.3189	0.1515
VEN_027_set23__304	0.1489	-0.8883	0.6249	0.4929	-0.1539	0.2408	-0.2890	0.3141	0.0619	0.2743
VEN_027_set23__356	0.3110	0.4116	-0.3821	0.4068	-0.7485	0.2936	0.5423	0.3595	0.3465	0.3184
VEN_027_set23__381	0.3613	0.0481	0.8259	0.0760	0.6260	0.2014	0.1586	0.3696	0.2490	0.2887
VEN_027_set23__446	0.2733	0.0990	0.7147	-0.2702	0.8866	0.1085	0.0795	0.3570	0.1450	0.2422
VEN_027_set23__453	0.0807	0.0015	0.6479	-0.2309	0.9531	-0.0069	0.0545	0.0560	-0.0168	0.0052
VEN_027_set23__456	0.0945	0.0444	0.5057	-0.1548	0.8190	0.0031	0.0510	0.1556	-0.0117	0.0579
VEN_027_set23__498	-0.0115	-0.4708	-0.9935	-0.3432	-0.9174	-0.3497	0.0134	-0.6698	-0.0352	0.3934
VEN_027_set23__544	-0.0480	-0.1473	0.6803	-0.2879	0.9427	-0.1047	-0.0571	-0.0875	-0.1365	-0.1041
VEN_027_set23__647	-0.2000	-0.2545	0.5797	-0.4012	0.8699	-0.2140	-0.1610	-0.1850	-0.2732	-0.2302
VEN_027_set23__677	0.2841	0.4057	-0.6497	0.9127	-0.8706	0.1424	0.5175	-0.0434	0.3248	0.2998
VEN_027_set23__705	0.0105	-0.1046	0.6428	-0.2125	0.8619	-0.0088	-0.0594	0.0223	-0.0127	0.0320
VEN_027_set23__722	-0.4629	-0.2667	-0.9311	-0.0650	-1.1206	-0.2533	-0.3171	-0.3394	-0.3809	-0.3601
VEN_027_set24__145	-0.1110	-0.1397	0.5222	-0.3081	0.8233	-0.1334	-0.1344	-0.0585	-0.1643	-0.1051
VEN_027_set24__21	-0.2932	-0.5161	0.5148	-0.5199	0.7196	-0.2788	-0.2476	-0.2180	-0.3304	-0.2101
VEN_027_set24__225	0.0156	-0.1019	0.5510	-0.2977	0.8010	-0.0091	-0.0597	-0.0578	-0.0687	0.0666
VEN_027_set24__314	0.1358	0.1990	-0.4373	0.3707	-0.4721	0.2516	0.3260	-0.4129	0.3286	0.4252
VEN_027_set24__377	0.1099	-0.3169	-0.7753	-0.0836	-0.9030	-0.3281	0.0486	-0.4718	0.1263	0.4481
VEN_027_set24__38	0.1945	-0.1776	0.5611	-0.3237	0.6366	0.2786	0.0565	0.0346	0.1075	0.5324
VEN_027_set24__387	-0.0870	-0.1449	0.6122	-0.2523	0.8581	-0.0972	-0.0884	-0.1415	-0.1256	-0.1107
VEN_027_set24__409	0.4321	0.2191	0.3616	0.5022	0.2328	0.1896	0.2760	0.0831	0.3705	0.1771
VEN_027_set24__430	-0.1880	-0.2215	0.4193	-0.3275	0.6785	-0.1540	-0.1522	-0.1472	-0.2356	-0.1876
VEN_027_set24__431	-0.0822	-0.2510	0.7143	-0.3596	0.9788	-0.1441	-0.1009	-0.1319	-0.1490	-0.1470
VEN_027_set24__467	0.1511	0.3910	0.1933	0.3095	-0.0070	0.3470	0.1638	0.0256	0.1660	0.0756
VEN_027_set24__536	-0.2479	-0.0107	-0.5706	0.5309	-0.7599	-0.3714	-0.1135	-0.3963	-0.0989	-0.1298
VEN_027_set24__641	-0.3466	-0.5489	0.0086	-0.4845	0.1488	-0.3263	-0.3892	-0.4224	-0.5974	-0.4280
VEN_027_set24__681	0.3091	0.1093	0.6872	-0.0519	0.6598	0.2021	0.1734	0.2140	0.2138	0.3199
VEN_027_set24__731	-0.0396	-0.1055	0.5938	-0.2082	0.8346	-0.0859	-0.0440	0.0421	-0.1265	-0.1081
VEN_027_set24__769	0.4059	0.2087	0.7943	-0.0377	0.6850	0.3049	0.2096	0.2654	0.3514	0.3362
VEN_027_set24__862	0.0149	0.2138	-0.7941	0.2520	-0.9682	0.0124	0.0558	0.1038	0.0601	-0.1735
VEN_027_set24__907	-0.2954	-0.3016	0.3864	-0.4837	0.6183	-0.2612	-0.2345	-0.2625	-0.3559	-0.2491
VEN_027_set25__116	-0.5776	-0.9346	-0.1783	-0.8305	-0.1001	-0.4476	-0.4716	-0.9068	-0.6005	-0.5519
VEN_027_set25__177	0.0565	0.0474	0.1134	-0.1007	0.2404	-0.2687	-0.2213	-0.3033	-0.0548	0.3319
VEN_027_set25__181	0.1829	-0.0725	0.6286	-0.2452	0.7602	0.1351	0.0778	0.1113	0.0943	0.2663
VEN_027_set25__404	-0.2820	-0.1992	0.1438	-0.3501	0.3780	-0.2568	-0.2241	-0.0709	-0.3512	-0.2654
VEN_027_set25__409	0.1811	0.2296	-0.5939	0.4993	-0.8906	0.1761	0.1581	0.1952	0.2695	0.1824
VEN_027_set25__419	-0.2028	-0.1073	0.1599	-0.3274	0.3628	-0.1751	-0.2404	-0.0790	-0.2655	-0.1422
VEN_027_set25__454	-0.0154	-0.0432	0.3692	-0.2108	0.5676	-0.0841	-0.0604	0.0909	-0.0933	-0.0441
VEN_027_set25__546	0.0142	0.0686	0.4392	-0.1775	0.6427	0.0169	0.0121	0.2397	-0.0719	0.0336
VEN_027_set25__554	-0.2949	-0.2362	0.3839	-0.3388	0.6317	-0.3235	-0.2820	-0.1381	-0.3953	-0.3344
VEN_027_set25__812	-0.1762	-0.1510	0.3348	-0.2721	0.4033	-0.1805	-0.1371	0.0135	-0.2760	-0.2380
VEN_027_set25__838	-0.0744	-0.0427	-0.6997	0.6298	-0.9768	0.0176	0.0408	-0.0698	-0.0097	-0.0053
VEN_027_set25__919	-0.0610	-0.1163	0.5204	-0.2604	0.7730	-0.0829	-0.0403	0.0304	-0.1387	-0.1116
VEN_027_set26__1012	0.0793	-0.1668	0.7006	-0.2927	0.6120	0.0680	-0.0265	0.0798	0.0066	0.1108
VEN_027_set26__1050	0.2353	0.3571	-0.6517	-0.0457	-0.8983	0.1118	0.3750	0.2090	0.2899	0.3069
VEN_027_set26__290	0.3636	-0.1104	0.6604	-0.2572	0.5190	0.1783	-0.0083	0.0993	0.1410	0.0971
VEN_027_set26__366	-0.0441	-0.0209	0.7717	-0.2493	1.1859	-0.0960	-0.0606	-0.0326	-0.1211	-0.0869
VEN_027_set26__423	0.3030	0.3682	0.5540	-0.0042	0.6111	0.2784	0.0937	0.1237	0.2136	0.3805
VEN_027_set26__441	0.2442	0.1806	-0.1043	0.1295	-0.3372	0.2432	0.2780	0.1017	0.2928	0.2443
VEN_027_set26__495	0.1832	0.1187	0.7756	-0.1249	1.0492	0.0841	0.1188	0.1758	0.1153	0.1093
VEN_027_set26__496	0.0968	0.0129	-0.5834	0.3335	-0.8704	0.0858	0.3068	-0.0478	0.2243	0.3472
VEN_027_set26__516	0.1257	0.2020	0.6399	-0.1116	0.8754	0.0947	-0.0016	0.1544	0.0691	0.1027
VEN_027_set26__523	-0.1610	-0.2920	0.6503	-0.5665	0.8161	-0.2498	-0.2714	-0.1806	-0.2300	-0.2322
VEN_027_set26__529	0.2210	0.0899	-0.6216	0.7895	-0.7693	0.4948	0.1791	0.2729	0.5092	-0.1854
VEN_027_set26__622	0.1019	0.0243	0.7184	-0.1589	0.9399	0.0277	0.0491	0.0488	0.0344	0.0521
VEN_027_set26__633	0.6623	0.5536	0.2444	0.6237	-0.3998	0.5552	1.4059	0.1311	0.7947	1.0241
VEN_027_set26__674	0.0684	-0.0037	0.8465	-0.1893	1.0676	-0.0074	0.0525	0.0280	-0.0047	0.0042
VEN_027_set26__794	0.0372	-0.0427	0.7253	-0.1701	0.9757	-0.0171	-0.0098	-0.0155	-0.0277	0.0100
VEN_027_set26__803	-0.0539	-0.0191	-0.5794	0.4221	-0.7818	0.0888	0.2175	-0.0243	0.0678	0.1159
VEN_027_set26__888	-0.1753	-0.2734	0.6364	-0.3463	1.0209	-0.1793	-0.1539	-0.1917	-0.2409	-0.2126
VEN_027_set26__900	-0.4677	-0.5320	0.7151	-0.9793	0.3440	-0.4498	-0.6068	-0.6351	-0.3583	-0.5263
VEN_027_set26__914	0.0847	0.1154	-0.6154	-0.1822	-0.4718	-0.1105	0.1362	-0.3658	0.0711	0.4533
VEN_027_set26__945	0.0232	-0.0032	0.6572	-0.2208	0.9669	-0.0532	0.0011	0.0782	-0.0615	-0.0520
VEN_027_set26__979	0.1016	-0.1312	0.5785	-0.0843	0.5084	0.0613	0.0041	-0.0863	0.0718	0.1591
VEN_027_set26__992	0.0713	0.0883	0.5626	-0.1650	0.8646	0.0130	-0.0126	0.0778	-0.0086	0.0184
VEN_027_set27__160	-0.4130	-0.3616	-0.4662	-0.6943	-0.3525	-0.2254	-0.0864	-0.3074	-0.4224	-0.2789
VEN_027_set27__217	-0.0286	-0.0997	-0.6476	0.0304	-0.8802	-0.0797	0.1014	-0.3457	0.1610	0.2590
VEN_027_set27__267	-0.0217	0.0404	0.2378	-0.1900	0.4019	-0.0415	-0.0489	0.1949	-0.1095	0.0035
VEN_027_set27__450	-0.0716	-0.2244	0.6056	-0.3031	0.8160	-0.0855	-0.1031	-0.1339	-0.0877	-0.0737
VEN_027_set27__537	-0.0715	-0.1461	-0.5669	0.1162	-0.7548	0.0228	-0.0254	-0.1969	-0.1179	-0.1145
VEN_027_set27__560	-0.1801	-0.1758	0.4801	-0.2937	0.7686	-0.1545	-0.1506	-0.0716	-0.2823	-0.1955
VEN_027_set27__566	-0.1164	-0.1450	0.5444	-0.2202	0.6972	-0.1263	-0.0789	-0.0373	-0.2063	-0.1581
VEN_027_set27__570	0.1944	0.1996	-0.5991	0.5034	-0.7822	0.3531	0.3329	0.3962	0.4233	0.4929
VEN_027_set27__575	-0.0987	0.1571	-0.7258	0.0272	-0.8173	-0.0807	0.0360	-0.1045	0.0577	-0.2593
VEN_027_set27__80	0.2617	0.0173	0.7293	-0.1441	0.5702	0.1616	0.1318	0.2310	0.1983	0.2234
VEN_027_set29__116	-0.0793	-0.1798	0.6121	-0.3307	0.7776	-0.0946	0.0069	-0.0686	-0.1402	-0.0984
VEN_027_set29__139	-0.3087	-0.1745	-0.7093	0.2385	-1.0443	-0.0847	-0.2535	-0.4030	-0.2085	-0.4764
VEN_027_set29__284	0.2939	0.2834	-0.5474	0.2864	-0.7354	0.2748	0.1959	0.1242	0.4207	0.0518
VEN_027_set29__305	0.0694	-0.2014	-0.6990	0.1162	-0.9998	-0.0469	-0.0423	-0.0796	-0.0833	-0.0708
VEN_027_set29__33	0.3622	0.1880	0.6370	-0.0986	0.5989	0.2696	0.2457	0.3549	0.3351	0.4270
VEN_027_set29__51	-0.1744	0.2253	-0.6984	0.2690	-0.9047	-0.1166	0.2653	-0.1232	0.0591	0.2308
VEN_027_set29__87	0.0804	0.0927	-0.7554	0.1444	-0.9875	0.1454	0.1438	0.0848	0.2104	-0.0950
VEN_027_set31__104	0.0513	-0.0437	0.7589	-0.2617	1.0192	-0.0120	0.0243	0.0836	-0.0232	0.0481
VEN_027_set31__115	0.0323	0.2348	-0.6388	0.7292	-0.8815	-0.0779	0.2186	-0.0234	0.1251	-0.0395
VEN_027_set31__127	-0.1835	-0.3316	0.6559	-0.3460	0.8648	-0.1833	-0.1300	-0.2291	-0.2168	-0.1982
VEN_027_set31__150	0.0162	-0.0054	-0.5377	0.5647	-0.8345	-0.0058	0.0763	-0.0492	0.0686	0.0143
VEN_027_set31__157	-0.1676	-0.2514	0.5565	-0.4774	0.7894	-0.1390	-0.1078	-0.2026	-0.2247	-0.1672
VEN_027_set31__189	0.0904	0.3304	-0.4863	0.3533	-0.8281	0.2963	0.1930	-0.0738	0.2417	0.1125
VEN_027_set31__28	-0.1261	-0.1407	0.3877	-0.2280	0.5295	-0.0453	-0.1065	-0.0351	-0.1377	0.0387
VEN_027_set31__31	0.4076	0.5083	-0.3506	0.5280	-0.7350	0.3668	0.3706	0.3879	0.4544	0.4119
VEN_027_set31__421	-0.2302	-0.2143	-0.7824	0.5292	-0.7984	-0.1597	-0.1186	-0.1797	-0.2700	-0.2983
VEN_027_set31__450	0.1263	-0.4731	-0.8568	0.1179	-1.0335	-0.1575	0.2004	-0.2068	0.1449	0.0378
VEN_027_set31__489	-0.2021	-0.2827	0.5170	-0.3069	0.9098	-0.1928	-0.1748	-0.2243	-0.3174	-0.2445
VEN_027_set31__491	-0.0317	0.0613	-0.7251	0.2241	-0.7994	0.0595	-0.0313	-0.0839	0.0463	-0.1266
VEN_027_set31__571	-0.3362	-0.5387	0.4508	-0.3452	0.4516	-0.3942	-0.2792	-0.1438	-0.4449	-0.0610
VEN_027_set31__581	0.0559	-0.0225	0.7644	-0.1769	1.0229	-0.0002	0.0497	0.0057	-0.0575	-0.0310
VEN_027_set31__629	0.2979	0.0744	0.3593	-0.0932	0.3257	0.2693	0.1379	0.5110	0.2226	0.2075
VEN_027_set31__665	-0.3350	-0.2256	-0.5417	0.3410	-0.8273	-0.2401	-0.2669	-0.3199	-0.2461	-0.3151
VEN_027_set31__67	-0.1273	-0.2099	0.6122	-0.2877	0.8909	-0.1394	-0.1342	-0.1023	-0.2136	-0.1834
VEN_027_set31__674	0.1116	0.1137	0.6674	-0.2878	0.5779	0.1403	0.0767	0.1150	0.0633	0.1099
VEN_027_set31__681	-0.1848	-0.3020	0.4523	-0.3771	0.8049	-0.1957	-0.1061	-0.1478	-0.2721	-0.1754
VEN_027_set31__727	0.1222	-0.1244	0.5528	-0.3305	0.6578	0.0617	0.1270	0.0920	0.0870	0.0681
VEN_027_set31__737	-0.1192	-0.2453	-0.7095	0.5289	-0.8738	-0.2165	-0.1143	0.0349	-0.0514	-0.2527
VEN_027_set31__830	-0.0808	0.0137	-0.8148	0.0834	-1.0062	-0.1597	0.0067	-0.3997	-0.0736	-0.0245
VEN_027_set32__1002	-0.1842	-0.4117	-0.9028	-0.2039	-1.0451	-0.3997	-0.1670	-0.6284	-0.1861	-0.1858
VEN_027_set32__1043	-0.0870	-0.6298	-0.6188	0.2242	-0.8034	-0.2388	0.0010	-0.4097	-0.1403	-0.2490
VEN_027_set32__1047	-0.2008	-0.3184	-0.6177	-0.6249	-0.7958	-0.2565	0.0156	-0.4398	-0.1465	-0.2697
VEN_027_set32__268	-0.2932	-0.0247	-0.4460	0.4211	-0.5700	-0.0690	-0.2493	-0.2525	-0.1218	-0.0758
VEN_027_set32__27	-0.4232	-0.1729	-0.5619	-0.2054	-0.5197	-0.2149	-0.4426	-0.2517	-0.4188	-0.2716
VEN_027_set32__413	0.0233	0.1655	-0.7476	0.5968	-0.7619	-0.1008	0.0384	-0.1449	-0.0266	-0.3163
VEN_027_set32__47	-0.1964	-0.0486	0.3437	0.0858	0.3271	-0.0504	-0.1857	0.1653	-0.2189	-0.2176
VEN_027_set32__514	-0.0704	-0.0976	-0.5262	-0.7292	-0.8454	-0.1862	-0.0226	-0.3839	-0.2421	-0.0123
VEN_027_set32__560	-0.2381	-0.4047	-0.5351	-0.3637	-0.6948	-0.3936	-0.2961	-0.3857	-0.2532	0.1287
VEN_027_set32__565	-0.1840	-0.0241	-0.6029	0.5353	-0.8766	-0.0690	-0.0891	-0.1383	0.0709	-0.0067
VEN_027_set32__577	0.0265	0.1237	-0.2532	-0.0226	-0.4272	-0.0684	0.2593	0.1558	-0.0408	-0.0566
VEN_027_set32__649	-0.2846	-0.0454	-0.8074	0.1115	-0.9129	-0.1661	-0.2136	-0.5171	-0.1621	-0.2077
VEN_027_set32__661	0.1776	0.0518	-0.7279	-0.2968	-0.9207	-0.1186	0.0460	-0.2561	0.1381	0.3541
VEN_027_set32__723	0.2131	-0.1638	-0.7028	-0.2065	-1.0304	-0.1222	0.3638	0.2055	0.1514	-0.0876
VEN_027_set32__730	0.0059	-0.0392	-0.8061	0.1107	-0.2333	-0.1874	0.0060	0.0530	-0.0539	0.0866
VEN_027_set32__850	0.2089	0.0372	-0.6504	0.7215	-0.7557	0.0142	0.2315	-0.1835	0.4180	0.6054
VEN_027_set32__866	-0.0685	-0.1773	-0.2384	0.0290	-0.3307	-0.1255	0.0429	-0.1778	-0.0275	-0.1027
VEN_027_set32__919	-0.0590	0.0883	-0.7758	0.2918	-0.9464	-0.0397	-0.0633	-0.2611	0.0244	-0.0185
VEN_027_set32__933	0.2657	0.1018	-0.2089	-0.0556	-0.2449	-0.1083	0.1525	0.0330	0.0250	0.2496
VEN_027_set32__982	-0.0004	0.2057	-0.3170	0.1303	-0.3918	0.1172	0.0602	-0.0638	0.0260	0.1261
VEN_027_set3__125	-0.1004	0.0619	-0.7707	0.3771	-1.0310	0.0301	-0.1143	-0.2911	0.0819	0.1253
VEN_027_set3__156	0.0458	0.2246	-0.6666	0.4739	-0.8628	0.1612	0.0332	0.1504	0.1217	0.1253
VEN_027_set3__318	-0.0694	0.1094	-0.7094	0.6183	-0.9140	-0.0256	0.1057	-0.2923	-0.1001	-0.1814
VEN_027_set3__331	-0.3299	0.0055	-0.9343	0.3035	-1.0716	-0.1961	-0.2657	-0.0225	-0.2177	-0.3560
VEN_027_set3__42	-0.2138	-0.0882	-0.7167	0.3361	-0.9251	-0.0292	-0.0883	-0.2739	-0.1363	-0.1144
VEN_027_set3__68	0.1549	0.0711	-0.3020	0.9472	-0.8884	0.1053	0.1412	-0.3755	0.1822	0.1244
VEN_027_set3__87	-0.0037	0.2209	-0.6928	0.4415	-0.9495	0.0790	0.1132	0.0380	0.1000	-0.1069
VEN_027_set4__116	0.2119	0.2563	-0.5218	0.4319	-0.8584	0.2011	0.3609	0.1796	0.2130	0.1360
VEN_027_set4__223	0.2865	0.3771	-0.1024	0.1860	-0.3615	0.2748	0.1298	0.2798	0.3330	0.3511
VEN_027_set4__283	0.0778	-0.0203	0.4700	-0.1995	0.6512	0.0126	0.0938	0.2498	0.0413	0.2351
VEN_027_set4__297	0.1449	-0.0367	0.5878	-0.0818	0.6404	0.1181	0.0311	0.0606	0.1134	0.1775
VEN_027_set4__374	0.0360	-0.0104	0.5876	-0.2130	0.8712	-0.0185	-0.0429	0.0821	-0.0469	-0.0005
VEN_027_set4__430	-0.3299	-0.4114	0.2294	-0.6661	0.5581	-0.4043	-0.1906	-0.2454	-0.3588	-0.4173
VEN_027_set4__433	0.2292	0.1718	0.6178	-0.0440	0.6969	0.1796	0.0417	0.1702	0.1750	0.2400
VEN_027_set4__437	-0.0929	-0.3356	-0.8206	-0.1295	-0.8732	-0.3025	-0.0534	-0.3433	-0.0718	0.0522
VEN_027_set4__588	-0.0673	-0.0180	0.2612	-0.1995	0.4758	-0.0934	-0.0794	0.0910	-0.1318	-0.0736
VEN_027_set4__598	0.0740	-0.0316	0.6221	-0.2078	0.7250	0.0085	0.0133	0.0420	0.0312	0.0317
VEN_027_set4__656	0.2847	0.2554	0.7414	-0.0694	0.8840	0.2509	0.0870	0.2493	0.2025	0.3718
VEN_027_set4__67	0.3576	0.1864	0.3533	0.3247	0.2551	0.2330	0.3515	0.3870	0.3316	0.1459
VEN_027_set4__755	-0.0973	0.0298	0.0406	-0.1120	0.1351	-0.0545	-0.1248	0.0927	-0.1527	-0.1716
VEN_027_set4__977	-0.1287	-0.3099	-0.8726	0.1223	-1.0296	-0.3729	-0.2148	-0.3224	-0.0451	0.2257
VEN_027_set4__981	-0.0988	-0.0017	0.1757	-0.1894	0.4045	-0.1147	-0.1122	0.1187	-0.1861	-0.1457
VEN_027_set5__213	0.0914	-0.0946	0.3047	-0.3201	0.0035	0.1715	0.1480	-0.0042	0.0825	-0.1516
VEN_027_set5__422	-0.0728	-0.1816	0.6329	-0.2900	0.6622	-0.1120	-0.1517	0.0782	-0.1954	-0.1340
VEN_027_set5__47	0.2839	0.3695	-0.6253	0.4242	-1.0065	0.2181	0.3367	0.3116	0.4094	0.2522
VEN_027_set5__481	-0.0086	0.0712	0.4822	-0.1750	0.7485	-0.0558	-0.0094	0.0712	-0.1197	-0.0166
VEN_027_set5__488	-0.2089	0.1589	-0.7081	0.8962	-0.8511	-0.2549	-0.0420	-0.0250	-0.1398	-0.2160
VEN_027_set5__519	-0.2220	-0.2277	-0.5856	0.5739	-0.9336	-0.1245	-0.2270	-0.3296	-0.1285	-0.3905
VEN_027_set5__563	-0.0752	0.0425	-0.6614	0.0682	-0.9844	-0.0115	0.0247	-0.0814	-0.0536	-0.1953
VEN_027_set5__601	-0.1612	-0.1682	0.5049	-0.2878	0.9434	-0.1241	-0.1921	0.0348	-0.2346	-0.1661
VEN_027_set5__748	0.0065	0.1283	0.3593	-0.1523	0.6882	-0.0185	-0.0137	0.2033	-0.0779	-0.0432
VEN_027_set5__750	-0.0219	-0.1445	0.4801	-0.3362	0.6763	-0.0760	-0.0031	0.0147	-0.0914	-0.0708
VEN_027_set7__128	-0.3964	-0.7568	0.0001	0.1645	-0.1536	-0.1667	-0.3606	0.2727	-0.1467	-0.1761
VEN_027_set7__143	0.0239	-0.1350	-0.6607	0.2356	-0.8438	-0.0887	0.1512	-0.3869	0.0506	0.1055
VEN_027_set7__152	-0.1588	-0.1871	0.3262	-0.2624	0.6083	-0.1258	-0.1704	-0.0179	-0.1995	-0.1330
VEN_027_set7__242	0.0299	-0.0396	-0.6214	-0.7151	-0.8737	0.0734	0.1707	-0.3168	-0.0186	0.0095
VEN_027_set7__393	0.0111	0.0846	0.3902	-0.1613	0.5857	-0.0138	-0.0055	0.1832	-0.0705	-0.0106
VEN_027_set7__453	0.0570	-0.0265	0.4056	-0.3125	0.5808	0.0153	0.0381	0.1023	0.0050	0.1272
VEN_027_set7__504	0.0460	0.0672	0.3679	-0.2176	0.5774	-0.0246	0.0178	0.2395	-0.0366	0.0175
VEN_027_set7__671	0.0020	-0.2564	-0.7951	-0.0382	-0.9275	-0.2283	-0.0171	-0.2747	0.0161	0.0554
VEN_027_set7__790	0.2524	0.1210	0.6329	-0.1465	0.5873	0.2067	0.0620	0.1885	0.2073	0.2409
VEN_027_set7__815	0.3143	-0.3253	0.2395	-0.1647	0.3664	0.0494	0.0857	-0.0136	-0.0299	0.1753
VEN_027_set7__859	0.1193	0.1627	0.3641	-0.1177	0.4885	0.0702	0.0228	0.2663	0.0522	0.1242
VEN_027_set8__24	0.2383	-0.0520	0.4540	-0.4204	0.3167	0.1893	0.0446	0.3339	0.1210	0.2776
VEN_027_set8__240	0.2994	0.2120	0.3425	-0.2218	0.3673	0.2176	0.2458	0.1577	0.2735	0.3650
VEN_027_set8__28	0.1944	0.3228	-0.6318	0.5371	-0.9068	0.1968	0.2361	0.3008	0.3040	0.1954
VEN_027_set8__339	0.0481	0.0488	-0.5785	-0.8616	-0.8723	0.1054	0.3188	-0.2420	0.0519	0.1429
VEN_027_set8__442	0.0984	-0.0735	-0.6567	0.6327	-1.0187	0.4528	0.3243	-0.3443	0.1531	0.7773
VEN_027_set8__484	-0.3885	-0.4377	-0.6302	0.0889	-0.9872	-0.3836	-0.0964	-0.2911	-0.2317	-0.2737
VEN_027_set8__82	0.0755	0.0598	0.5816	-0.1808	0.8616	-0.0181	0.0298	0.1625	-0.0338	0.0050
VEN_027_set9__113	0.3071	0.4872	-0.4457	0.5718	-0.7015	0.3605	0.2383	0.2890	0.2982	0.2793
VEN_027_set9__126	-0.1294	0.1385	-0.7555	0.3422	-0.8684	-0.1140	0.0011	-0.3440	-0.0746	-0.1594
VEN_027_set9__128	0.0146	0.0511	-0.7021	0.9518	-0.7973	-0.0934	0.2991	-0.1515	0.0950	-0.0978
VEN_027_set9__162	0.0401	0.1454	-0.5720	0.3815	-0.8626	0.0865	0.1089	0.0044	0.1198	0.1063
VEN_027_set9__169	0.2474	-0.0406	0.3643	-0.2994	0.3056	0.0045	-0.0308	0.1869	0.0316	-0.1151
