	CHD	CardiovascularDisease	PCGC_DeNovoVariants
VEN_196_set4__256	-0.1206	0.3685	-0.2723
VEN_196_set4__293	0.1096	-0.3508	0.1921
VEN_196_set4__296	-0.0295	0.6798	-0.0597
VEN_196_set4__368	-0.1252	0.6060	-0.1466
VEN_196_set4__406	0.2587	0.7154	-0.0212
VEN_196_set4__454	0.0421	-0.5313	0.1253
VEN_196_set4__460	-0.1637	0.6690	-0.1141
VEN_196_set4__47	0.3790	-0.4348	0.2411
VEN_196_set4__472	-0.1476	-0.5156	-0.2451
VEN_196_set4__503	-0.1888	0.4777	-0.1138
VEN_196_set4__575	0.0362	0.5774	-0.0096
VEN_196_set4__584	-0.0053	0.6804	-0.0023
VEN_196_set4__609	0.0134	0.6565	0.0035
VEN_196_set4__651	0.0139	0.7224	0.0208
VEN_196_set4__661	-0.0163	0.1197	-0.0606
VEN_196_set4__847	-0.0918	0.4902	0.0617
VEN_196_set4__863	0.0522	0.6498	0.0509
VEN_196_set4__956	-0.2912	0.2624	-0.1905
VEN_196_set5__182	0.3269	-0.2202	0.2971
VEN_196_set5__212	0.2359	0.5067	0.2074
VEN_196_set5__237	0.1475	0.4275	0.1728
VEN_196_set5__259	0.1588	0.6485	0.1146
VEN_196_set5__353	0.2749	-0.4807	0.2920
VEN_196_set5__383	-0.1527	0.6214	-0.1481
VEN_196_set5__41	0.1920	0.6350	0.1660
VEN_196_set5__414	0.2804	-0.2237	0.1539
VEN_196_set5__415	-0.1576	0.0087	-0.2220
VEN_196_set5__484	0.1486	0.4258	0.0837
VEN_196_set5__575	0.0374	0.5883	0.0391
VEN_196_set5__606	-0.1515	0.6257	-0.0875
VEN_196_set5__607	-0.2605	-0.3858	-0.1741
VEN_196_set5__62	0.3533	-0.5665	0.2779
VEN_196_set5__641	-0.0392	-0.6761	0.0617
VEN_196_set5__649	-0.2777	0.1873	-0.1202
VEN_196_set5__664	-0.0411	0.6173	-0.0437
VEN_196_set5__707	0.0495	-0.4918	0.0908
VEN_196_set5__708	0.2051	-0.2208	0.0477
VEN_196_set5__709	0.2309	0.5183	0.2383
VEN_196_set5__71	0.2165	-0.0258	0.0571
VEN_196_set5__754	0.0025	-0.4590	0.1206
VEN_196_set5__756	0.1709	0.6061	-0.0944
VEN_196_set5__790	-0.5712	-0.8078	-0.3521
VEN_196_set5__799	0.4064	-0.2703	0.4753
VEN_196_set5__96	0.1710	-0.4501	0.2650
VEN_196_set6__169	0.0507	-0.0968	0.1990
VEN_196_set6__190	-0.0309	0.1310	-0.2059
VEN_196_set6__213	0.0908	0.3956	0.0339
VEN_196_set6__214	0.0186	0.1201	-0.2066
VEN_196_set6__291	0.0488	0.6315	-0.0566
VEN_196_set6__388	0.0099	0.4376	-0.0332
VEN_196_set6__402	-0.0635	0.2462	0.0784
VEN_196_set6__407	0.0997	0.4682	0.0773
VEN_196_set6__459	0.1073	-0.5494	0.3684
VEN_196_set6__464	0.0907	0.2567	0.0990
VEN_196_set6__474	0.4984	-0.4364	0.3037
VEN_196_set6__630	0.1229	0.5177	-0.0146
VEN_196_set6__683	0.0177	-0.6803	-0.3515
VEN_196_set6__695	-0.0230	-0.7176	-0.0322
VEN_196_set6__699	-0.0992	0.4402	-0.1322
VEN_196_set6__718	0.1808	-0.3708	0.1069
VEN_196_set7__107	-0.3181	0.2716	-0.2388
VEN_196_set7__169	0.0088	0.3162	0.0405
VEN_196_set7__175	0.0752	0.6029	0.0648
VEN_196_set7__225	-0.0706	0.1959	0.0121
VEN_196_set7__263	-0.2398	-0.6398	-0.2932
VEN_196_set8__112	0.0497	0.7716	0.0794
VEN_196_set8__121	0.6078	-0.4164	0.4658
VEN_196_set8__147	-0.0799	0.5562	-0.0456
VEN_196_set8__291	-0.1768	0.5853	-0.1147
VEN_196_set8__307	-0.0935	0.5566	-0.0213
VEN_196_set8__318	-0.1838	0.3715	-0.1613
VEN_196_set8__373	-0.0763	0.6822	-0.0032
VEN_196_set8__38	-0.0260	0.6349	0.0287
VEN_196_set8__409	0.0325	-0.4844	0.1587
VEN_196_set8__410	-0.2545	0.3894	-0.2165
VEN_196_set8__471	-0.0832	0.5972	-0.0316
VEN_196_set8__488	0.0950	0.7246	0.0512
VEN_196_set8__551	0.0692	0.6587	0.0347
VEN_196_set8__614	-0.0485	0.3643	-0.0448
VEN_196_set8__639	0.0622	0.4269	-0.0191
VEN_196_set8__650	0.1560	-0.0985	0.1468
VEN_196_set8__665	-0.1720	0.5458	-0.1239
VEN_196_set8__671	-0.1783	0.2287	-0.2520
VEN_196_set8__769	-0.2833	0.4402	-0.2019
VEN_196_set8__770	-0.1337	0.5721	-0.0854
VEN_196_set8__78	0.0796	0.5204	0.0918
VEN_196_set8__864	0.2112	-0.4920	0.3324
VEN_196_set8__879	0.4146	-0.5094	0.2708
VEN_197_set1__373	-0.2431	-0.0444	-0.3642
VEN_197_set1__458	-0.2005	0.4666	-0.1448
VEN_197_set1__510	0.1231	-0.4855	0.2354
VEN_197_set1__555	0.1124	0.4936	0.0192
VEN_197_set1__592	0.1752	0.7503	0.1344
VEN_197_set1__614	0.1891	-0.1958	0.2905
VEN_197_set1__653	-0.0432	0.3801	-0.0033
VEN_197_set1__716	0.0681	0.5752	0.0528
VEN_197_set1__747	0.1938	-0.5865	0.2042
VEN_197_set1__787	-0.3028	0.2808	-0.2631
VEN_197_set1__812	-0.1369	0.4771	-0.1066
VEN_197_set1__862	0.3432	-0.4281	0.2844
VEN_197_set29__203	0.1622	0.4198	0.1293
VEN_197_set29__236	-0.0471	0.4670	-0.0308
VEN_197_set29__287	-0.1372	-0.5274	-0.0744
VEN_197_set29__317	-0.1503	0.4463	-0.2087
VEN_197_set29__339	-0.1115	0.4465	-0.0406
VEN_197_set29__381	0.1022	0.3751	0.1138
VEN_197_set29__418	0.2822	-0.5509	0.3546
VEN_197_set29__438	-0.0355	0.5034	0.0057
VEN_197_set29__457	-0.7278	0.2081	-0.4222
VEN_197_set29__50	0.2009	0.6008	0.1182
VEN_197_set29__523	0.3275	-0.4830	0.4811
VEN_197_set29__529	-0.1963	0.2726	-0.0494
VEN_197_set29__545	-0.1529	0.4366	-0.1112
VEN_197_set29__584	0.1973	-0.6302	0.0082
VEN_197_set29__608	-0.0289	0.4018	0.0148
VEN_197_set29__642	-0.1859	0.4523	-0.1301
VEN_197_set29__652	-0.0291	0.6089	-0.0044
VEN_197_set29__778	-0.0570	0.5712	-0.0178
VEN_197_set29__95	0.0635	0.4210	0.0427
VEN_197_set2__156	0.2117	0.6475	0.1048
VEN_197_set2__176	0.1249	0.2226	-0.0526
VEN_197_set2__187	-0.1277	-0.0501	-0.3226
VEN_197_set2__200	0.0661	0.6146	-0.0827
VEN_197_set2__233	0.0520	-0.0537	0.0367
VEN_197_set2__382	-0.0649	-0.6633	-0.1219
VEN_197_set2__402	-0.1766	-0.3763	-0.1717
VEN_197_set2__420	-0.2411	0.4530	-0.1687
VEN_197_set2__474	0.1634	-0.5148	0.0813
VEN_197_set2__487	0.2608	-0.2110	0.3866
VEN_197_set2__576	-0.2676	0.1187	-0.2654
VEN_197_set2__77	-0.2144	-0.6497	-0.0250
VEN_197_set2__817	-0.1349	0.1871	-0.1459
VEN_197_set2__833	-0.2738	-0.6851	-0.2283
VEN_197_set2__858	-0.2908	0.2007	-0.2407
VEN_197_set2__923	0.0625	-0.6480	0.1987
VEN_197_set30__218	0.3015	0.6145	0.2036
VEN_197_set30__239	-0.0616	-0.5282	-0.1322
VEN_197_set30__320	-0.2296	-0.0705	-0.2523
VEN_197_set30__336	0.0670	0.2118	-0.1020
VEN_197_set30__355	-0.0371	0.5802	-0.0166
VEN_197_set30__478	0.4827	0.1559	0.4528
VEN_197_set30__669	0.1311	0.6489	0.1429
VEN_197_set30__714	0.4443	-0.1725	0.4345
VEN_197_set30__860	-0.2085	0.4859	-0.2060
VEN_197_set30__923	0.3230	-0.3057	0.1881
VEN_197_set30__944	0.2270	-0.1075	0.5083
VEN_197_set31__183	-0.1094	0.3003	-0.1183
VEN_197_set31__363	0.0239	0.7010	0.0331
VEN_197_set31__376	0.1181	0.6290	0.1084
VEN_197_set31__379	0.3261	-0.3589	0.3749
VEN_197_set31__421	-0.0921	0.3259	0.0909
VEN_197_set31__463	-0.0984	0.2705	-0.1414
VEN_197_set31__594	-0.1683	0.1124	-0.1524
VEN_197_set31__604	0.0547	0.5867	0.0670
VEN_197_set31__645	-0.2793	0.3244	-0.1685
VEN_197_set31__67	0.1652	0.6525	0.1259
VEN_197_set31__692	0.0362	-0.5788	0.0958
VEN_197_set31__775	0.1571	-0.2066	0.2009
VEN_197_set31__777	0.0219	-0.5572	0.0290
VEN_197_set31__792	-0.2193	-0.4920	-0.1906
VEN_197_set31__98	0.0819	0.5946	0.0865
VEN_197_set32__194	0.0326	0.5385	0.0625
VEN_197_set32__243	-0.1961	0.3162	-0.1252
VEN_197_set32__254	0.2161	-0.2259	0.1518
VEN_197_set32__335	0.1289	-0.6967	0.0830
VEN_197_set32__353	-0.0092	0.5137	0.0188
VEN_197_set32__369	0.2902	-0.6423	0.4437
VEN_197_set32__427	-0.0456	-0.5024	0.1025
VEN_197_set32__459	0.0477	-0.7069	0.0822
VEN_197_set32__548	-0.0467	-0.7145	0.0127
VEN_197_set32__558	-0.1792	0.4458	-0.1073
VEN_197_set32__631	0.3422	-0.4900	0.3710
VEN_197_set32__646	-0.2604	0.3411	-0.1591
VEN_197_set32__702	-0.3079	0.3541	-0.2415
VEN_197_set32__790	0.0289	0.4866	0.0645
VEN_197_set32__829	0.0260	0.4807	0.0140
VEN_197_set32__842	-0.0269	0.2859	0.0009
VEN_197_set32__88	0.1191	-0.5924	0.2893
VEN_197_set4__197	-0.0178	0.6101	-0.0362
VEN_197_set4__272	-0.0609	0.5380	-0.0343
VEN_197_set4__292	0.2734	0.0258	0.2735
VEN_197_set4__433	-0.0257	0.4350	0.0085
VEN_197_set4__443	0.0509	-0.6423	-0.1114
VEN_197_set4__448	-0.1535	0.3736	-0.0438
VEN_197_set4__473	-0.0004	0.6697	0.0271
VEN_197_set4__482	-0.1132	0.5096	-0.1403
VEN_197_set4__492	-0.0076	0.5572	-0.0244
VEN_197_set4__493	-0.0462	0.6504	-0.0467
VEN_197_set4__496	0.0092	0.6369	0.0080
VEN_197_set4__499	0.1477	0.4861	-0.0023
VEN_197_set4__517	0.2008	-0.4033	0.0654
VEN_197_set4__541	-0.0488	0.5887	-0.0960
VEN_197_set4__584	-0.0271	0.5200	-0.0418
VEN_197_set4__641	-0.0161	0.7056	-0.0569
VEN_197_set4__717	0.4046	-0.4543	0.1477
VEN_197_set4__755	0.4558	-0.4205	0.2607
VEN_197_set4__781	-0.0044	0.5288	-0.1682
VEN_197_set4__804	0.0948	0.6756	-0.0066
VEN_197_set4__806	-0.1329	-0.5262	-0.3548
VEN_197_set4__877	0.0080	-0.4508	0.1150
VEN_197_set4__885	-0.2667	-0.5281	-0.3330
VEN_197_set4__893	-0.0006	0.5649	-0.0788
VEN_197_set4__952	-0.1217	0.6094	-0.1112
VEN_197_set5__317	-0.1458	-0.1239	-0.2074
VEN_197_set5__347	0.0121	-0.4800	0.0020
VEN_197_set5__378	0.1504	0.8276	0.1317
VEN_197_set5__420	-0.1339	0.4717	-0.0805
VEN_197_set5__440	-0.1023	0.6759	-0.0233
VEN_197_set5__521	0.1554	-0.1445	-0.0475
VEN_197_set5__525	-0.2193	-0.5190	-0.2594
VEN_197_set5__593	-0.3663	0.0632	-0.2412
VEN_197_set5__628	-0.0690	0.6019	-0.0194
VEN_197_set5__634	-0.0602	0.4329	-0.0283
VEN_197_set5__644	-0.1270	0.6227	-0.0790
VEN_197_set5__660	0.2490	-0.5445	0.1654
VEN_197_set5__696	0.6810	-0.3055	0.6412
VEN_197_set5__802	0.4829	-0.3603	0.4285
VEN_197_set5__825	0.0050	-0.7564	0.0742
VEN_197_set5__827	-0.7350	0.1761	-0.9247
VEN_197_set5__835	0.1783	-0.4793	0.1710
VEN_197_set5__881	0.0001	-0.4404	0.0137
VEN_197_set5__909	-0.3075	0.6007	-0.3267
VEN_197_set5__939	-0.0323	0.6133	0.0030
VEN_197_set6__126	0.1480	0.6354	0.0866
VEN_197_set6__220	0.3850	-0.5175	0.2976
VEN_197_set6__225	0.1987	-0.2557	0.3467
VEN_197_set6__303	0.1052	0.5772	-0.0011
VEN_197_set6__313	-0.1883	0.4700	-0.1635
VEN_197_set6__415	0.1598	-0.4758	0.0879
VEN_197_set6__461	-0.0997	0.1053	-0.2121
VEN_197_set6__543	0.1897	0.1429	0.2065
VEN_197_set6__564	-0.1318	-0.6069	0.0470
VEN_197_set6__582	0.1588	0.4765	0.0227
VEN_197_set6__584	-0.1771	0.4481	-0.1725
VEN_197_set6__684	0.0051	0.6712	-0.0322
VEN_197_set6__800	-0.1345	0.5786	-0.1128
VEN_197_set6__806	0.1816	0.6657	0.1022
VEN_197_set7__215	0.2157	0.7729	0.1323
VEN_197_set7__270	-0.2032	-0.0642	-0.1437
VEN_197_set7__29	-0.1530	-0.1235	-0.2529
VEN_197_set7__362	0.0071	0.1919	-0.0209
VEN_197_set7__417	-0.4634	-0.6485	-0.0324
VEN_197_set7__430	0.0881	-0.4403	-0.0014
VEN_197_set7__465	0.0748	0.2796	-0.0915
VEN_197_set7__488	0.0823	0.3180	0.0474
VEN_197_set7__501	0.1077	0.5637	0.0402
VEN_197_set7__551	0.1341	0.6088	0.0764
VEN_197_set7__562	-0.2638	-0.2995	-0.3838
VEN_197_set7__581	-0.2279	-0.1881	-0.0876
VEN_197_set7__595	-0.2842	0.0211	-0.2670
VEN_197_set7__84	-0.0709	0.5436	-0.0636
VEN_197_set8__1018	-0.0072	0.5772	-0.0224
VEN_197_set8__158	-0.0922	-0.5458	0.0861
VEN_197_set8__171	0.2921	0.5457	0.2126
VEN_197_set8__18	-0.1325	-0.6551	-0.0722
VEN_197_set8__229	-0.0555	0.6593	-0.0231
VEN_197_set8__247	0.0810	0.7181	0.0424
VEN_197_set8__401	-0.1578	-0.5179	-0.0903
VEN_197_set8__537	0.2008	0.3727	0.1219
VEN_197_set8__592	0.0486	-0.5011	0.0920
VEN_197_set8__66	-0.1291	0.6005	-0.0761
VEN_197_set8__664	-0.1129	-0.6727	-0.1749
VEN_197_set8__682	-0.2924	-0.6514	-0.1815
VEN_197_set8__713	-0.1299	0.2231	-0.2030
VEN_197_set8__731	-0.0700	0.4567	-0.1866
VEN_197_set8__782	0.3382	-0.4202	0.2476
VEN_197_set8__819	-0.1953	0.2175	-0.1783
VEN_197_set8__88	0.0322	0.5508	0.0387
VEN_197_set8__881	-0.0970	-0.5819	-0.4359
VEN_197_set8__898	-0.2160	0.4392	-0.1498
VEN_197_set8__969	-0.2587	0.5514	-0.1560
VEN_198_set1__174	-0.1538	-0.5759	-0.1949
VEN_198_set1__252	0.2138	0.4701	0.1551
VEN_198_set1__286	-0.2727	0.4590	-0.2544
VEN_198_set1__311	0.0332	0.6480	0.0528
VEN_198_set1__324	-0.0201	0.5041	-0.0375
VEN_198_set1__348	-0.0293	0.5208	-0.0114
VEN_198_set1__381	-0.2536	0.3842	-0.1751
VEN_198_set1__387	-0.1431	0.3836	-0.1115
VEN_198_set1__417	-0.4563	0.1548	-0.3901
VEN_198_set1__46	-0.3116	-0.6997	-0.0654
VEN_198_set1__534	-0.1861	-0.6476	-0.0945
VEN_198_set1__538	-0.0519	-0.6259	-0.0488
VEN_198_set1__562	-0.0464	0.3933	-0.1053
VEN_198_set1__608	0.0268	0.4625	0.0550
VEN_198_set1__637	-0.1703	0.4077	-0.1499
VEN_198_set1__648	-0.1891	0.3102	-0.1252
VEN_198_set1__700	0.3187	-0.4044	0.2527
VEN_198_set1__810	-0.0440	0.5028	-0.0305
VEN_198_set1__878	-0.0372	-0.6648	-0.0041
VEN_198_set29__263	-0.1481	0.4241	-0.1045
VEN_198_set29__283	0.1456	-0.0602	0.1986
VEN_198_set29__357	0.0474	0.4322	0.0956
VEN_198_set29__481	-0.0315	0.2827	-0.0245
VEN_198_set29__57	-0.4462	-0.8243	-0.1749
VEN_198_set29__61	-0.1400	0.4111	-0.1238
VEN_198_set29__613	-0.3703	0.0054	-0.3296
VEN_198_set2__121	0.3184	-0.5323	0.1460
VEN_198_set2__149	-0.0967	0.2751	-0.1856
VEN_198_set2__267	0.1077	-0.5029	0.2804
VEN_198_set2__268	0.1611	-0.5308	0.2050
VEN_198_set2__271	0.4615	-0.3656	0.3616
VEN_198_set2__308	-0.0868	0.3703	-0.2577
VEN_198_set2__317	-0.0160	0.1951	-0.0687
VEN_198_set2__341	-0.0960	0.5964	-0.1580
VEN_198_set2__420	-0.1215	-0.6933	-0.2046
VEN_198_set2__76	0.2345	-0.5812	0.0788
VEN_198_set2__79	-0.0817	-0.7415	-0.2883
VEN_198_set2__90	-0.1314	0.3438	-0.2251
VEN_198_set30__176	0.0098	0.6174	-0.0257
VEN_198_set30__253	0.0489	0.5855	0.0447
VEN_198_set30__312	0.0837	-0.7125	-0.2869
VEN_198_set30__447	-0.1049	0.5070	-0.0648
VEN_198_set30__496	0.0055	0.5326	0.0323
VEN_198_set30__522	-0.0569	0.4189	-0.0437
VEN_198_set30__548	-0.3019	0.4502	-0.1857
VEN_198_set30__58	0.1113	0.6040	0.0657
VEN_198_set30__589	0.0766	-0.6238	0.1620
VEN_198_set30__670	0.0710	-0.6000	-0.1343
VEN_198_set30__681	-0.1806	0.5257	-0.1217
VEN_198_set30__704	0.3568	-0.5669	0.2219
VEN_198_set30__727	-0.0174	0.6191	-0.0309
VEN_198_set30__760	0.1309	0.5750	0.1001
VEN_198_set30__883	-0.2552	0.1746	-0.2531
VEN_198_set30__956	-0.1215	-0.2289	-0.3301
VEN_198_set30__962	0.3551	-0.1704	0.4677
VEN_198_set31__179	0.3164	0.6156	0.1833
VEN_198_set31__216	0.1392	0.5828	0.0534
VEN_198_set31__311	-0.2457	0.3285	-0.2492
VEN_198_set31__329	0.0674	0.5399	-0.0199
VEN_198_set31__356	0.0162	0.5153	-0.0599
VEN_198_set31__396	0.2063	0.6371	0.1311
VEN_198_set31__406	-0.1979	-0.5844	-0.0995
VEN_198_set31__412	0.1900	0.5347	0.1746
VEN_198_set31__523	0.1837	0.6636	0.1850
VEN_198_set31__531	-0.2055	0.4708	-0.1834
VEN_198_set31__605	0.1487	0.5262	0.0995
VEN_198_set31__611	0.1278	0.5103	0.0564
VEN_198_set31__653	-0.0305	0.3592	-0.0609
VEN_198_set31__668	0.1339	-0.5278	0.2660
VEN_198_set31__681	0.0948	0.4871	0.1217
VEN_198_set31__838	-0.2423	0.1781	-0.2238
VEN_198_set31__847	0.1740	0.4910	0.1956
VEN_198_set3__178	-0.1148	-0.4142	-0.1046
VEN_198_set3__203	0.0443	0.3527	0.0181
VEN_198_set3__278	0.2041	-0.5860	0.3576
VEN_198_set3__308	0.1328	-0.4487	0.1220
VEN_198_set3__342	-0.3232	-0.1342	-0.2061
VEN_198_set3__374	-0.2045	0.3480	-0.1695
VEN_198_set3__387	-0.1227	-0.7316	0.1256
VEN_198_set3__400	-0.3331	-0.0827	-0.3461
VEN_198_set3__68	0.0638	0.5167	0.0630
VEN_198_set3__92	-0.2396	-0.4862	-0.1757
VEN_198_set4__107	0.2738	0.5708	0.1202
VEN_198_set4__17	-0.0761	0.4736	-0.0738
VEN_198_set4__272	0.0122	0.6574	0.0094
VEN_198_set4__515	0.4040	-0.4263	0.1947
VEN_198_set4__524	0.0766	0.6366	-0.0043
VEN_198_set4__559	-0.0599	0.4242	-0.0390
VEN_198_set4__560	0.0854	0.5438	0.1151
VEN_198_set4__619	-0.2083	0.3357	-0.2008
VEN_198_set4__641	-0.0000	0.5784	-0.0132
VEN_198_set4__694	-0.0688	0.4185	-0.0655
VEN_198_set4__735	-0.1181	0.4484	-0.1326
VEN_198_set4__790	0.0724	0.3876	-0.0531
VEN_198_set4__842	-0.0353	-0.3048	0.0266
VEN_198_set4__844	-0.0737	0.0597	-0.1817
VEN_198_set5__113	0.1371	0.5107	0.1144
VEN_198_set5__173	0.1816	0.7708	0.1287
VEN_198_set5__204	-0.1574	0.1499	-0.0541
VEN_198_set5__228	0.2549	0.4195	0.1567
VEN_198_set5__269	0.1521	0.5943	-0.0114
VEN_198_set5__293	-0.1552	0.5639	-0.1874
VEN_198_set5__339	-0.1295	0.5633	-0.0432
VEN_198_set5__408	-0.2446	-0.6515	0.2964
VEN_198_set5__486	0.2089	-0.4145	0.3667
VEN_198_set5__513	0.0635	-0.4891	0.2292
VEN_198_set5__575	0.2957	-0.4925	0.3803
VEN_198_set5__685	-0.1202	0.5359	-0.1021
VEN_198_set5__760	0.3587	-0.2703	0.3414
VEN_198_set5__783	-0.1338	0.4528	-0.0642
VEN_198_set5__861	0.5518	-0.4521	0.4286
VEN_198_set6__186	-0.0688	0.3395	-0.2883
VEN_198_set6__194	0.1504	-0.2330	0.4037
VEN_198_set6__206	0.1533	0.5089	0.0535
VEN_198_set6__242	-0.0709	-0.7040	0.2041
VEN_198_set6__274	0.3567	-0.4969	0.2483
VEN_198_set6__35	0.0298	-0.5448	0.1188
VEN_198_set6__365	-0.0799	0.4834	-0.1035
VEN_198_set6__389	0.4003	0.1837	0.4669
VEN_198_set6__40	0.0332	0.5335	-0.0554
VEN_198_set6__401	0.0875	-0.1121	0.0739
VEN_198_set6__484	0.0175	-0.5977	-0.0044
VEN_198_set6__491	0.0022	0.3609	-0.1404
VEN_198_set6__499	0.1754	0.0937	-0.0359
VEN_198_set6__504	0.0384	0.5604	0.0154
VEN_198_set6__513	-0.1009	0.6305	-0.1607
VEN_198_set6__517	0.1452	0.3018	0.0691
VEN_198_set6__56	0.0475	0.5107	-0.1712
VEN_198_set6__573	0.2333	-0.4475	0.2811
VEN_198_set6__643	-0.1373	0.3138	-0.0822
VEN_198_set6__652	0.0355	-0.6268	0.0392
VEN_198_set6__666	0.1961	-0.3934	0.2619
VEN_198_set6__669	-0.0663	0.5830	-0.0739
VEN_198_set6__72	-0.4613	-0.8310	-0.3998
VEN_198_set6__730	-0.1148	0.2964	-0.1279
VEN_198_set6__741	-0.0016	-0.3815	-0.0574
VEN_198_set6__883	0.0855	0.2665	0.0883
VEN_198_set6__930	-0.0069	-0.6034	-0.1380
VEN_198_set7__49	0.0160	-0.5542	0.0300
VEN_198_set7__73	0.1908	0.5147	0.1261
VEN_198_set7__75	0.1603	0.4040	0.1757
VEN_198_set8__220	0.2792	-0.4799	0.8270
VEN_198_set8__316	-0.3652	0.5782	-0.2883
VEN_198_set8__443	0.4443	-0.4445	0.4950
VEN_198_set8__446	0.2425	0.3738	0.1205
VEN_198_set8__460	0.0811	-0.4839	0.1414
VEN_198_set8__529	0.2123	-0.6019	0.3058
VEN_198_set8__530	0.2981	-0.3236	0.3754
VEN_198_set8__54	-0.0208	-0.5127	-0.0723
VEN_198_set8__559	-0.0175	-0.5343	0.1261
VEN_198_set8__665	-0.3447	0.4156	-0.2857
VEN_198_set8__693	-0.2458	0.1446	-0.1450
VEN_198_set8__742	0.1926	0.5333	0.1692
VEN_199_set1__119	-0.1418	0.5639	-0.1232
VEN_199_set1__157	0.0922	-0.4917	0.1028
VEN_199_set1__196	0.2627	0.4239	0.3437
VEN_199_set1__226	-0.0311	0.5943	0.0248
VEN_199_set1__302	-0.2156	0.1846	-0.1464
VEN_199_set1__311	0.0439	0.4779	-0.0056
VEN_199_set1__406	-0.2502	0.2651	-0.2086
VEN_199_set1__432	0.0949	0.7096	0.1102
VEN_199_set1__451	-0.0721	-0.6319	0.0887
VEN_199_set1__465	0.1060	-0.5726	0.1494
VEN_199_set1__527	-0.2714	0.2698	-0.2403
VEN_199_set1__605	-0.2861	-0.7175	-0.1882
VEN_199_set1__628	0.0646	0.5248	0.1125
VEN_199_set1__63	-0.0743	-0.4358	0.0138
VEN_199_set1__768	-0.8757	0.2248	-0.3039
VEN_199_set1__815	-0.0469	0.3927	-0.1114
VEN_199_set29__92	-0.0112	0.3004	0.0948
VEN_199_set2__112	0.0409	0.0752	-0.1207
VEN_199_set2__144	-0.1252	0.3006	-0.1964
VEN_199_set2__147	0.4403	-0.4689	0.3502
VEN_199_set2__47	-0.1792	-0.6235	-0.1616
VEN_199_set30__181	0.0874	0.6040	0.0354
VEN_199_set30__193	0.2339	0.6401	0.1225
VEN_199_set30__224	0.5819	-0.4808	0.4615
VEN_199_set30__240	-0.1364	0.3876	-0.1746
VEN_199_set30__330	-0.1437	-0.6227	-0.2525
VEN_199_set30__350	0.2155	0.6286	0.1205
VEN_199_set30__414	-0.0782	0.3577	-0.1122
VEN_199_set30__470	-0.3723	-0.6982	-0.2021
VEN_199_set30__502	0.4250	-0.2132	0.1798
VEN_199_set30__546	0.4814	-0.2574	0.6195
VEN_199_set30__576	0.1730	0.6900	0.0923
VEN_199_set30__709	0.4969	-0.5480	0.2688
VEN_199_set30__783	0.2452	-0.2520	0.5809
VEN_199_set30__816	-0.0480	0.5920	-0.0682
VEN_199_set30__819	-0.0936	0.5445	-0.1573
VEN_199_set30__842	0.2848	-0.5123	0.2696
VEN_199_set30__908	-0.0711	-0.2527	-0.1805
VEN_199_set31__178	0.2613	-0.4484	0.3249
VEN_199_set31__325	-0.1453	0.4596	-0.2493
VEN_199_set31__419	0.2280	0.3988	0.0630
VEN_199_set31__489	-0.1107	0.4589	-0.2438
VEN_199_set31__494	0.1423	0.4063	0.1899
VEN_199_set31__502	0.3724	-0.4945	0.3369
VEN_199_set31__510	0.1088	0.4554	-0.0197
VEN_199_set31__537	0.4491	-0.5685	0.2600
VEN_199_set31__544	0.2603	-0.3913	0.2747
VEN_199_set31__573	0.2614	-0.4218	0.3372
VEN_199_set31__579	0.3221	-0.4304	0.2617
VEN_199_set31__639	-0.4462	-0.0634	-0.4687
VEN_199_set31__845	-0.2853	0.0959	-0.3944
VEN_199_set31__853	-0.3050	0.1520	-0.2223
VEN_199_set31__871	-0.0360	-0.5148	-0.1090
VEN_199_set3__187	0.2045	0.6036	0.1544
VEN_199_set3__221	0.0567	0.4773	0.0672
VEN_199_set3__331	-0.0174	0.4649	0.0356
VEN_199_set3__333	-0.2349	0.2176	-0.1596
VEN_199_set3__353	-0.3804	-0.0135	-0.2415
VEN_199_set3__487	0.0191	-0.5407	-0.0372
VEN_199_set3__553	-0.1923	0.3734	-0.1631
VEN_199_set3__554	0.0048	0.2914	0.0471
VEN_199_set3__648	-0.3977	0.0314	-0.4850
VEN_199_set3__667	-0.0411	0.3840	0.0046
VEN_199_set3__673	-0.1120	0.3533	-0.0292
VEN_199_set3__741	-0.1750	0.2812	-0.1232
VEN_199_set3__742	-0.3089	0.1285	-0.2251
VEN_199_set3__786	0.2098	-0.4782	0.2632
VEN_199_set4__231	0.0826	0.6530	0.0650
VEN_199_set4__233	0.0239	0.1053	-0.0993
VEN_199_set4__271	-0.0597	-0.6264	-0.5006
VEN_199_set4__416	-0.2104	-0.7649	-0.1063
VEN_199_set4__492	0.3451	0.6803	0.1766
VEN_199_set4__510	0.0655	0.5395	0.0761
VEN_199_set4__568	0.0185	0.5293	0.0073
VEN_199_set4__587	0.1276	0.5874	0.1231
VEN_199_set4__596	-0.0091	0.4820	-0.0201
VEN_199_set4__619	0.0333	0.4467	0.0802
VEN_199_set4__634	-0.4647	0.2863	-0.3122
VEN_199_set4__646	0.1573	0.4770	0.0207
VEN_199_set4__654	0.0916	-0.3326	-0.3621
VEN_199_set4__658	-0.1058	0.4960	-0.0833
VEN_199_set4__672	-0.0940	0.5762	-0.1237
VEN_199_set4__673	-0.0426	0.3371	-0.0476
VEN_199_set4__693	-0.0507	-0.5760	0.0346
VEN_199_set4__858	-0.2281	0.2197	-0.2044
VEN_199_set5__1036	-0.4126	-0.8702	-0.3093
