,receptor,pathway,tf,tf_PPR,category,subcategory
11348,ACVR1,Cellular senescence,RBL1,0.065250781,Cellular Processes,Cell growth and death
11349,TGFBR1,Cellular senescence,RBL1,0.065250781,Cellular Processes,Cell growth and death
11350,TGFBR2,Cellular senescence,RBL1,0.065250781,Cellular Processes,Cell growth and death
11351,ACVR1_TGFBR1_TGFBR2,Cellular senescence,RBL2,0.065250781,Cellular Processes,Cell growth and death
11352,ACVR1,Cellular senescence,RBL2,0.065250781,Cellular Processes,Cell growth and death
11353,TGFBR1,Cellular senescence,RBL2,0.065250781,Cellular Processes,Cell growth and death
11354,TGFBR2,Cellular senescence,RBL2,0.065250781,Cellular Processes,Cell growth and death
11355,ACVR1_TGFBR1_TGFBR2,Cellular senescence,SMAD2,0.1275,Cellular Processes,Cell growth and death
11356,ACVR1,Cellular senescence,SMAD2,0.1275,Cellular Processes,Cell growth and death
11357,TGFBR1,Cellular senescence,SMAD2,0.1275,Cellular Processes,Cell growth and death
11358,TGFBR2,Cellular senescence,SMAD2,0.1275,Cellular Processes,Cell growth and death
11359,ACVR1_TGFBR1_TGFBR2,Cellular senescence,SMAD3,0.1275,Cellular Processes,Cell growth and death
11360,ACVR1,Cellular senescence,SMAD3,0.1275,Cellular Processes,Cell growth and death
11361,TGFBR1,Cellular senescence,SMAD3,0.1275,Cellular Processes,Cell growth and death
11362,TGFBR2,Cellular senescence,SMAD3,0.1275,Cellular Processes,Cell growth and death
11363,AGTR1,Adrenergic signaling in cardiomyocytes,ATF2,0.036895247,Organismal Systems,Circulatory system
11364,AGTR1,Adrenergic signaling in cardiomyocytes,ATF4,0.036895247,Organismal Systems,Circulatory system
11365,AGTR1,Adrenergic signaling in cardiomyocytes,ATF6B,0.036895247,Organismal Systems,Circulatory system
11366,AGTR1,Adrenergic signaling in cardiomyocytes,CREB1,0.036895247,Organismal Systems,Circulatory system
11367,AGTR1,Adrenergic signaling in cardiomyocytes,CREB3,0.036895247,Organismal Systems,Circulatory system
11368,AGTR1,Adrenergic signaling in cardiomyocytes,CREB3L1,0.036895247,Organismal Systems,Circulatory system
11369,AGTR1,Adrenergic signaling in cardiomyocytes,CREB3L2,0.036895247,Organismal Systems,Circulatory system
11370,AGTR1,Adrenergic signaling in cardiomyocytes,CREB3L3,0.036895247,Organismal Systems,Circulatory system
11371,AGTR1,Adrenergic signaling in cardiomyocytes,CREB3L4,0.036895247,Organismal Systems,Circulatory system
11372,AGTR1,Adrenergic signaling in cardiomyocytes,CREB5,0.036895247,Organismal Systems,Circulatory system
11373,AGTR1,Adrenergic signaling in cardiomyocytes,MAPK1,0.045219278,Organismal Systems,Circulatory system
11374,AGTR1,Adrenergic signaling in cardiomyocytes,MAPK3,0.045219278,Organismal Systems,Circulatory system
11375,AGTR1,Adrenergic signaling in cardiomyocytes,PRKCA,0.099738714,Organismal Systems,Circulatory system
11376,AGTR1,Vascular smooth muscle contraction,MAPK1,0.018218512,Organismal Systems,Circulatory system
11377,AGTR1,Vascular smooth muscle contraction,MAPK3,0.018218512,Organismal Systems,Circulatory system
11378,AGTR1,Vascular smooth muscle contraction,PRKCA,0.02083261,Organismal Systems,Circulatory system
11379,AVPR1A,Vascular smooth muscle contraction,MAPK1,0.026767327,Organismal Systems,Circulatory system
11380,AVPR1A,Vascular smooth muscle contraction,MAPK3,0.026767327,Organismal Systems,Circulatory system
11381,AVPR1A,Vascular smooth muscle contraction,PRKCA,0.030608058,Organismal Systems,Circulatory system
11382,EDNRA,Vascular smooth muscle contraction,MAPK1,0.018218512,Organismal Systems,Circulatory system
11383,EDNRA,Vascular smooth muscle contraction,MAPK3,0.018218512,Organismal Systems,Circulatory system
11384,EDNRA,Vascular smooth muscle contraction,PRKCA,0.02083261,Organismal Systems,Circulatory system
11385,AVPR1B,Vascular smooth muscle contraction,MAPK1,0.026767327,Organismal Systems,Circulatory system
11386,AVPR1B,Vascular smooth muscle contraction,MAPK3,0.026767327,Organismal Systems,Circulatory system
11387,AVPR1B,Vascular smooth muscle contraction,PRKCA,0.030608058,Organismal Systems,Circulatory system
11388,FZD2,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11389,FZD2,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11390,FZD2,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11391,FZD2,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11392,FZD2,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11393,FZD2,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11394,FZD2,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11395,FZD2,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11396,FZD2,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11397,FZD2,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11398,FZD2,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11399,FZD2,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11400,FZD2,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11401,FZD2,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11402,FZD2,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11403,FZD2,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11404,FZD2,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11405,FZD2,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11406,FZD2,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11407,FZD2,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11408,FZD2,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11409,FZD2,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11410,FZD2,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11411,FZD2,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11412,FZD6,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11413,FZD6,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11414,FZD6,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11415,FZD6,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11416,FZD6,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11417,FZD6,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11418,FZD6,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11419,FZD6,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11420,FZD6,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11421,FZD6,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11422,FZD6,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11423,FZD6,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11424,FZD6,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11425,FZD6,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11426,FZD6,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11427,FZD6,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11428,FZD6,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11429,FZD6,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11430,FZD6,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11431,FZD6,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11432,FZD6,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11433,FZD6,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11434,FZD6,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11435,FZD6,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11436,FZD8,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11437,FZD8,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11438,FZD8,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11439,FZD8,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11440,FZD8,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11441,FZD8,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11442,FZD8,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11443,FZD8,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11444,FZD8,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11445,FZD8,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11446,FZD8,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11447,FZD8,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11448,FZD8,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11449,FZD8,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11450,FZD8,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11451,FZD8,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11452,FZD8,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11453,FZD8,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11454,FZD8,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11455,FZD8,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11456,FZD8,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11457,FZD8,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11458,FZD8,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11459,FZD8,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11460,FZD9,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11461,FZD9,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11462,FZD9,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11463,FZD9,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11464,FZD9,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11465,FZD9,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11466,FZD9,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11467,FZD9,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11468,FZD9,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11469,FZD9,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11470,FZD9,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11471,FZD9,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11472,FZD9,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11473,FZD9,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11474,FZD9,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11475,FZD9,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11476,FZD9,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11477,FZD9,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11478,FZD9,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11479,FZD9,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11480,FZD9,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11481,FZD9,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11482,FZD9,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11483,FZD9,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11484,FZD7,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11485,FZD7,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11486,FZD7,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11487,FZD7,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11488,FZD7,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11489,FZD7,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11490,FZD7,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11491,FZD7,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11492,FZD7,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11493,FZD7,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11494,FZD7,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11495,FZD7,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11496,FZD7,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11497,FZD7,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11498,FZD7,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11499,FZD7,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11500,FZD7,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11501,FZD7,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11502,FZD7,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11503,FZD7,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11504,FZD7,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11505,FZD7,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11506,FZD7,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11507,FZD7,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11508,FZD5,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11509,FZD5,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11510,FZD5,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11511,FZD5,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11512,FZD5,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11513,FZD5,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11514,FZD5,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11515,FZD5,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11516,FZD5,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11517,FZD5,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11518,FZD5,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11519,FZD5,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11520,FZD5,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11521,FZD5,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11522,FZD5,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11523,FZD5,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11524,FZD5,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11525,FZD5,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11526,FZD5,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11527,FZD5,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11528,FZD5,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11529,FZD5,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11530,FZD5,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11531,FZD5,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11532,FZD4,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11533,FZD4,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11534,FZD4,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11535,FZD4,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11536,FZD4,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11537,FZD4,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11538,FZD4,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11539,FZD4,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11540,FZD4,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11541,FZD4,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11542,FZD4,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11543,FZD4,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11544,FZD4,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11545,FZD4,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11546,FZD4,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11547,FZD4,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11548,FZD4,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11549,FZD4,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11550,FZD4,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11551,FZD4,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11552,FZD4,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11553,FZD4,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11554,FZD4,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11555,FZD4,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11556,FZD1,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11557,FZD1,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11558,FZD1,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11559,FZD1,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11560,FZD1,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11561,FZD1,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11562,FZD1,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11563,FZD1,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11564,FZD1,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11565,FZD1,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11566,FZD1,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11567,FZD1,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11568,FZD1,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11569,FZD1,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11570,FZD1,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11571,FZD1,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11572,FZD1,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11573,FZD1,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11574,FZD1,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11575,FZD1,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11576,FZD1,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11577,FZD1,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11578,FZD1,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11579,FZD1,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11580,FZD10,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11581,FZD10,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11582,FZD10,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11583,FZD10,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11584,FZD10,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11585,FZD10,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11586,FZD10,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11587,FZD10,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11588,FZD10,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11589,FZD10,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11590,FZD10,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11591,FZD10,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11592,FZD10,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11593,FZD10,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11594,FZD10,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11595,FZD10,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11596,FZD10,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11597,FZD10,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11598,FZD10,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11599,FZD10,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11600,FZD10,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11601,FZD10,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11602,FZD10,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11603,FZD10,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11604,FZD3,Wnt signaling pathway,APC,0.02655231,Environmental Information Processing,Signal transduction
11605,FZD3,Wnt signaling pathway,CCND1,0.006450763,Environmental Information Processing,Signal transduction
11606,FZD3,Wnt signaling pathway,CREBBP,0.006450763,Environmental Information Processing,Signal transduction
11607,FZD3,Wnt signaling pathway,CTNNB1,0.037483804,Environmental Information Processing,Signal transduction
11608,FZD3,Wnt signaling pathway,EP300,0.006450763,Environmental Information Processing,Signal transduction
11609,FZD3,Wnt signaling pathway,FOSL1,0.006450763,Environmental Information Processing,Signal transduction
11610,FZD3,Wnt signaling pathway,JUN,0.006450763,Environmental Information Processing,Signal transduction
11611,FZD3,Wnt signaling pathway,LEF1,0.019611776,Environmental Information Processing,Signal transduction
11612,FZD3,Wnt signaling pathway,MAPK10,0.012018593,Environmental Information Processing,Signal transduction
11613,FZD3,Wnt signaling pathway,MAPK8,0.012018593,Environmental Information Processing,Signal transduction
11614,FZD3,Wnt signaling pathway,MAPK9,0.012018593,Environmental Information Processing,Signal transduction
11615,FZD3,Wnt signaling pathway,MYC,0.006450763,Environmental Information Processing,Signal transduction
11616,FZD3,Wnt signaling pathway,NFATC1,0.016276025,Environmental Information Processing,Signal transduction
11617,FZD3,Wnt signaling pathway,NFATC2,0.016276025,Environmental Information Processing,Signal transduction
11618,FZD3,Wnt signaling pathway,NFATC3,0.016276025,Environmental Information Processing,Signal transduction
11619,FZD3,Wnt signaling pathway,NFATC4,0.016276025,Environmental Information Processing,Signal transduction
11620,FZD3,Wnt signaling pathway,PPARD,0.006450763,Environmental Information Processing,Signal transduction
11621,FZD3,Wnt signaling pathway,PPP3R1,0.018096391,Environmental Information Processing,Signal transduction
11622,FZD3,Wnt signaling pathway,PRKCA,0.018096391,Environmental Information Processing,Signal transduction
11623,FZD3,Wnt signaling pathway,RUVBL1,0.011760968,Environmental Information Processing,Signal transduction
11624,FZD3,Wnt signaling pathway,TBL1X,0.008019477,Environmental Information Processing,Signal transduction
11625,FZD3,Wnt signaling pathway,TCF7,0.019611776,Environmental Information Processing,Signal transduction
11626,FZD3,Wnt signaling pathway,TCF7L1,0.019611776,Environmental Information Processing,Signal transduction
11627,FZD3,Wnt signaling pathway,TCF7L2,0.019611776,Environmental Information Processing,Signal transduction
11628,FZD1_LRP5,Wnt signaling pathway,APC,0.025070721,Environmental Information Processing,Signal transduction
11629,FZD1,Wnt signaling pathway,APC,0.025070721,Environmental Information Processing,Signal transduction
11630,LRP5,Wnt signaling pathway,APC,0.025070721,Environmental Information Processing,Signal transduction
11631,FZD1_LRP5,Wnt signaling pathway,CCND1,0.005774355,Environmental Information Processing,Signal transduction
11632,FZD1,Wnt signaling pathway,CCND1,0.005774355,Environmental Information Processing,Signal transduction
11633,LRP5,Wnt signaling pathway,CCND1,0.005774355,Environmental Information Processing,Signal transduction
11634,FZD1_LRP5,Wnt signaling pathway,CREBBP,0.005774355,Environmental Information Processing,Signal transduction
11635,FZD1,Wnt signaling pathway,CREBBP,0.005774355,Environmental Information Processing,Signal transduction
11636,LRP5,Wnt signaling pathway,CREBBP,0.005774355,Environmental Information Processing,Signal transduction
11637,FZD1_LRP5,Wnt signaling pathway,CTNNB1,0.034768349,Environmental Information Processing,Signal transduction
