	Atrial_septal_defect	Atrioventricular_septal_defect	DilatedCardiomyopathy	Familial_thoracic_aortic_aneurysm_and_aortic_dissection	HypertrophicCardiomyopathy	Malformation_of_the_outflow_tract	PCGC_DeNovoVariants	Single_ventricle_disease	Valve_defects	Ventricular_septal_defect
ATR_023_set9__287	-0.0616	-0.2114	-0.5266	0.2873	-0.3014	-0.2196	0.0099	0.3655	-0.0277	0.0736
ATR_023_set9__305	0.1813	0.1337	-0.5733	0.3311	-0.4821	0.2216	0.2374	0.1514	0.1560	0.1883
ATR_023_set9__338	-0.0784	-0.1069	-0.5532	0.3322	-0.5586	0.0481	-0.0307	0.0461	-0.0608	-0.1173
ATR_023_set9__342	-0.3511	-0.3886	-0.6270	0.1266	-0.7212	-0.3009	-0.3119	-0.4593	-0.3377	-0.3167
ATR_023_set9__360	-0.3130	-0.3019	-0.6873	0.4397	-0.8391	-0.2369	-0.1805	-0.3023	-0.3528	-0.5257
ATR_023_set9__437	-0.2788	-0.7430	-0.8162	0.1217	-0.7411	-0.4334	-0.3795	-0.1729	-0.2548	-0.4809
ATR_023_set9__438	-0.0711	0.0271	-0.4570	-0.0410	-0.5754	-0.0183	0.0147	-0.3612	-0.0058	-0.1742
ATR_023_set9__576	-0.4268	0.0317	-1.0328	-0.3350	-0.5640	-0.3763	-0.3924	-1.2380	-0.4076	-0.6153
ATR_023_set9__592	-0.2793	-0.3094	-0.7019	-0.0559	-0.6716	-0.1623	-0.2155	-0.3099	-0.1814	-0.4431
ATR_023_set9__623	-0.1116	-0.0632	-0.4188	0.0618	-0.6030	-0.0093	0.0558	-0.2344	-0.0409	-0.0807
ATR_023_set9__637	-0.2551	-0.4243	-0.5829	0.4338	-0.7185	-0.0837	-0.0748	-0.4014	-0.2235	-0.3960
ATR_023_set9__640	0.3355	0.9577	-0.5992	1.1425	-0.5337	0.4091	0.2630	0.5189	0.4174	0.0286
ATR_023_set9__646	-0.7071	-0.7199	-0.8760	0.1632	-0.9997	-0.6026	-0.5193	-0.8159	-0.6241	-0.6501
ATR_023_set9__664	-0.0289	0.1206	-0.5232	0.6278	-0.5516	0.0831	-0.0201	0.0464	0.0457	-0.0244
ATR_024_set10__109	-0.2913	-0.5455	-0.4961	0.0942	-0.5478	-0.1907	-0.1299	-0.1401	-0.1990	-0.2803
ATR_024_set10__120	-0.0811	-0.3885	-0.4051	0.1815	-0.7238	-0.2395	-0.0802	-0.2524	-0.0414	-0.3674
ATR_024_set10__148	0.0251	-0.0127	-0.3782	0.3374	-0.4003	0.0827	-0.1054	0.0171	0.1394	0.0134
ATR_024_set10__164	0.0646	0.0555	-0.4993	0.4905	-0.5608	0.0756	0.0089	-0.0587	0.2208	-0.0008
ATR_024_set10__179	-0.0248	0.0720	-0.4709	0.1127	-0.3496	0.0546	0.0243	-0.0456	0.0607	0.0594
ATR_024_set10__183	0.4482	0.7101	-0.1420	1.0208	-0.0410	0.5031	0.4124	0.5127	0.5439	0.4861
ATR_024_set10__264	0.1411	0.3256	-0.3316	0.9791	-0.5835	0.1989	0.1991	0.6020	0.2622	0.0463
ATR_024_set10__266	-0.0644	-0.1243	-0.3721	0.7294	-0.5171	0.0966	-0.0452	-0.1554	0.0989	-0.0556
ATR_024_set10__281	-0.0555	-0.2156	-0.5462	0.2206	-0.6464	-0.1349	-0.1067	0.2288	0.0155	-0.1700
ATR_024_set10__395	-0.4285	-0.5835	-0.6732	-0.4234	-0.6283	-0.4650	-0.2926	-0.5459	-0.4047	-0.5248
ATR_024_set10__54	-0.2181	-0.3768	-0.6816	-0.0966	-0.7439	-0.3123	-0.1046	-0.2567	-0.1409	-0.3044
ATR_024_set10__68	-0.2924	-0.3921	-0.5006	0.0621	-0.4277	-0.1072	-0.2987	-0.0868	-0.2776	-0.3220
ATR_024_set11__162	0.3510	0.3345	0.6645	0.2424	0.7250	0.3561	0.3888	0.2533	0.2984	0.3222
ATR_024_set11__207	-0.1988	-0.2277	-0.3551	0.0657	-0.2912	-0.1278	-0.1794	-0.2294	-0.1483	-0.1983
ATR_024_set11__287	-0.4227	-0.6010	-0.4700	0.3164	-1.0754	-0.5875	-0.4603	0.1731	-0.2862	-0.5972
ATR_024_set13__111	-0.0481	0.0242	-0.3471	0.7961	-0.3549	0.0155	-0.0593	-0.1124	-0.0510	-0.0686
ATR_024_set13__167	-0.0002	0.5231	-0.2430	0.7229	-0.3834	0.1517	-0.0111	0.1205	0.0765	0.0972
ATR_024_set13__168	0.3705	0.2939	-0.1284	0.8623	-0.2645	0.3392	0.4385	0.5138	0.3768	0.3582
ATR_024_set13__26	-0.2713	-0.3688	-0.5415	0.1036	-0.2946	-0.2588	-0.1405	-0.4467	-0.2290	-0.3002
ATR_024_set13__309	0.1911	0.1946	-0.2479	0.4477	-0.3815	0.1693	0.3222	0.0449	0.2518	0.1374
ATR_024_set13__324	-0.6212	-0.7120	-0.9352	-0.0438	-0.8728	-0.3914	-0.3656	-0.5638	-0.5656	-0.6155
ATR_024_set13__326	-0.4372	-0.3718	-0.6182	0.1731	-0.7891	-0.2595	-0.3208	-0.4292	-0.4054	-0.4576
ATR_024_set13__40	0.0838	-0.0955	-0.3443	0.4202	-0.2211	0.0255	0.2311	0.1246	0.2452	0.0690
ATR_024_set13__435	0.8542	0.9665	0.0211	1.1112	-0.3404	0.8015	0.7992	0.8394	1.0230	0.8112
ATR_024_set13__441	-0.1733	-0.3507	-0.5084	0.4615	-0.4776	-0.0150	-0.0229	-0.2972	-0.1142	-0.0304
ATR_024_set13__517	-0.4000	-0.3861	-0.4748	-0.0255	-0.6985	-0.4076	-0.2922	-0.2850	-0.2499	-0.2603
ATR_024_set14__137	-0.4013	-0.3103	-0.6519	0.4317	-0.6101	-0.2571	-0.4104	-0.3791	-0.2980	-0.5122
ATR_024_set14__219	-0.1028	0.0100	-0.5928	0.1262	-0.5641	0.0160	-0.0405	-0.0947	-0.0258	-0.0339
ATR_024_set14__374	-0.1662	-0.1087	-0.4797	0.5919	-0.4068	-0.1428	-0.0980	-0.4102	-0.0958	-0.2683
ATR_024_set14__462	-0.4240	-0.5461	-0.5412	-0.5192	-0.8466	-0.5487	-0.0933	-0.7903	-0.3626	-0.4958
ATR_024_set14__487	0.0516	-0.1384	-0.3503	0.1170	-0.5548	-0.0983	0.1585	-0.1381	0.1232	0.0773
ATR_024_set14__53	-0.4015	-0.2986	-0.6318	-0.0262	-0.4808	-0.2397	-0.2512	-0.2562	-0.3427	-0.3366
ATR_024_set14__547	-0.2152	-0.2950	-0.5491	0.5831	-0.4423	-0.2941	-0.2032	-0.0403	-0.1159	-0.5283
ATR_024_set14__57	-0.3209	-0.3163	-0.6443	0.0855	-0.7288	-0.2570	-0.2308	-0.4269	-0.2359	-0.2363
ATR_024_set14__572	-0.6543	-0.6444	-0.9876	-0.2945	-1.0293	-0.5132	-0.5615	-0.9951	-0.6160	-0.6262
ATR_024_set14__611	-0.0816	-0.0394	-0.2569	0.5339	-0.3699	-0.0616	-0.0039	0.0387	0.0315	-0.2657
ATR_024_set14__649	0.0611	0.1286	-0.3440	0.4088	-0.3719	0.0645	0.0818	-0.0906	0.0118	-0.0292
ATR_024_set14__659	0.2248	0.1136	0.0129	-0.1319	-0.2540	0.0285	0.4134	-0.1616	0.3073	-0.1108
ATR_024_set14__706	-0.5816	-0.6081	-0.7372	0.1150	-0.7745	-0.4242	-0.4607	-0.7283	-0.5261	-0.5683
ATR_024_set14__708	-0.4403	-0.4764	-0.7993	-0.0987	-0.7306	-0.4260	-0.4011	-0.6440	-0.4260	-0.3906
ATR_024_set14__738	-0.5088	-0.3485	-0.7324	-0.2029	-0.7484	-0.2910	-0.4610	-0.4742	-0.3824	-0.3995
ATR_024_set14__759	-0.6098	-0.7799	-0.9391	-0.1444	-1.0080	-0.5269	-0.6887	-0.5312	-0.5369	-0.6532
ATR_024_set14__784	-0.4187	-0.3276	-0.6918	0.0932	-0.8110	-0.4155	-0.3948	-0.4532	-0.3419	-0.4466
ATR_024_set15__26	0.0879	-0.0470	-0.2346	0.7438	-0.3387	-0.0027	0.3458	0.4294	0.2838	0.0918
ATR_024_set16__125	-0.0042	-0.0597	-0.2958	0.2990	-0.3511	-0.0570	-0.1036	-0.0826	0.1738	0.1844
ATR_024_set16__164	0.2107	0.4257	-0.4838	0.1102	-0.5953	-0.0398	0.2004	-0.1976	0.3681	0.3531
ATR_024_set16__238	-0.6156	-0.6091	-0.8142	0.2871	-0.7937	-0.3001	-0.4378	-0.6268	-0.5768	-0.6163
ATR_024_set16__256	0.9123	0.4362	-0.0156	1.7496	-0.4099	0.6511	1.0418	1.0882	0.9887	-0.0012
ATR_024_set16__335	0.0183	0.1585	-0.3294	0.3720	-0.4195	0.0197	0.1847	-0.1860	0.1370	-0.0716
ATR_024_set16__366	-0.2332	-0.0672	-0.6453	0.0459	-0.6223	-0.2797	-0.2179	-0.2292	-0.1149	-0.2007
ATR_024_set16__376	-0.1672	-0.2940	-0.5873	0.1231	-0.7677	-0.1591	-0.0024	-0.3163	-0.0737	-0.0934
ATR_024_set16__456	-0.4549	-0.3546	-0.7683	-0.1624	-0.6344	-0.4823	-0.5209	-0.3284	-0.4550	-0.5338
ATR_024_set16__486	0.2000	0.2463	-0.3305	0.8868	-0.4059	0.1318	0.2073	0.0008	0.2247	0.0811
ATR_024_set16__518	-0.3458	-0.2649	-0.6943	0.1573	-0.6140	-0.4238	-0.3956	-0.4841	-0.2035	-0.0831
ATR_024_set16__522	-0.1260	-0.0533	-0.4565	0.5294	-0.4904	-0.0091	-0.0361	0.0359	-0.0608	-0.1189
ATR_024_set16__631	0.3085	0.1256	-0.4206	0.1490	-0.4712	0.2673	0.4179	0.3845	0.4228	0.2750
ATR_024_set16__646	-0.0813	-0.0687	-0.4091	0.3835	-0.5720	-0.0037	-0.1571	-0.0673	-0.0202	-0.0139
ATR_024_set16__652	0.1589	0.3812	-0.3578	0.9099	-0.6399	0.2081	0.3427	-0.0665	0.0637	-0.2949
ATR_024_set16__741	-0.3450	-0.4059	-0.6383	-0.1467	-0.6425	-0.1275	-0.2865	-0.2656	-0.1822	-0.2623
ATR_024_set16__747	-0.4313	-0.3360	-0.4802	-0.1369	-0.7726	-0.1417	-0.4582	-0.4256	-0.2583	-0.4455
ATR_024_set16__91	-0.1548	0.3129	-0.7036	-0.4915	-0.6486	0.0099	0.0071	-0.5227	0.0783	0.1375
ATR_024_set18__123	-0.6968	-0.3516	-0.8809	-0.5739	-1.0038	-0.7685	-0.5383	-1.0828	-0.6384	-0.4194
ATR_024_set18__144	0.2322	0.2146	-0.3320	0.0262	-0.4951	0.2233	0.2615	0.1650	0.3386	0.2210
ATR_024_set18__189	0.7855	0.8161	0.0459	0.8183	-0.2148	0.6688	0.7561	0.8082	0.8764	0.6853
ATR_024_set18__196	-0.3336	-0.3140	0.0380	-0.5306	0.1979	-0.3308	-0.2071	-0.4642	-0.3265	-0.2515
ATR_024_set18__244	0.1930	0.2784	0.4717	0.0717	0.5818	0.1842	0.1416	0.2211	0.1595	0.1373
ATR_024_set18__274	0.1616	0.1615	0.4954	-0.1325	0.4797	0.1281	0.1603	0.1307	0.0909	0.1475
ATR_024_set18__410	0.3753	0.3638	-0.3632	0.2605	-0.6003	0.3298	0.2969	0.3254	0.4605	0.3474
ATR_024_set18__64	-0.1072	-0.1704	0.1460	-0.1610	0.3201	-0.2658	0.1957	-0.5254	-0.2343	-0.3103
ATR_024_set18__73	-0.0404	0.0401	0.3211	-0.1740	0.3840	-0.0228	-0.0190	-0.0564	-0.0764	-0.0465
ATR_024_set19__103	-0.6349	-0.5629	-0.3490	-0.3636	-0.2940	-0.5969	-0.4173	-0.0652	-0.3144	-0.2847
ATR_024_set19__129	0.1273	0.3105	-0.4195	-0.2541	-0.5014	0.3229	0.4955	0.3653	0.0744	0.3512
ATR_024_set19__130	-0.3114	-0.1438	-0.3385	0.0965	-0.4984	0.0997	-0.1855	-0.2572	-0.1897	0.0324
ATR_024_set19__165	-0.4496	-0.4460	-0.8678	-0.3658	-0.9537	-0.3723	-0.5614	-0.5190	-0.4029	-0.4825
ATR_024_set19__173	-0.2497	-0.0175	0.2538	-0.0917	0.3323	-0.1516	-0.0109	0.0959	-0.1800	-0.1760
ATR_024_set19__318	-0.3056	-0.1789	-0.7358	0.3846	-0.5778	-0.1045	-0.2561	-0.0713	-0.2724	-0.0858
ATR_024_set19__329	-0.5149	-0.4088	-0.6033	0.1088	-0.5780	-0.3573	-0.1921	-0.0169	-0.4337	-0.2456
ATR_024_set19__332	-0.8132	-0.7243	-0.7089	-0.8497	-1.3160	-0.4397	-0.5711	-1.0767	-0.6091	-0.5549
ATR_024_set19__372	-0.1638	-0.2564	-0.6536	-0.2471	-0.8020	-0.1190	0.0697	-0.1856	-0.1564	-0.1562
ATR_024_set19__39	-0.2424	0.2788	-0.3237	0.6673	-0.5036	0.0052	-0.0953	0.1342	-0.1927	-0.1831
ATR_024_set19__418	-0.2240	-0.4783	-0.6987	0.4423	-0.2703	-0.1125	-0.1442	0.3999	-0.0714	-0.3172
ATR_024_set19__435	0.2944	0.1117	-0.2871	0.6134	-0.2908	0.3826	0.3342	0.3864	0.3831	0.4341
ATR_024_set19__497	-0.9510	-0.8729	-0.7624	-1.0393	-0.8132	-0.8579	-0.7581	-1.3033	-0.9212	-0.6881
ATR_024_set19__53	0.2799	0.3315	-0.1827	0.5262	-0.4034	0.3919	0.4463	0.0181	0.2359	0.1510
ATR_024_set19__548	-0.4469	-0.2625	-0.6314	0.0506	-0.2949	-0.3794	-0.1862	-0.6210	-0.3061	-0.3151
ATR_024_set19__586	0.1335	-0.2296	0.1197	0.1373	-0.6160	0.2006	0.0584	0.8238	0.2958	0.2013
ATR_024_set19__60	-0.3468	0.0040	-0.5991	0.3314	-0.7484	-0.2670	-0.1033	-0.4236	-0.3588	-0.1659
ATR_024_set19__704	-0.1872	-0.4611	-0.7039	0.2714	-0.7408	-0.2716	-0.1028	0.0556	-0.0140	-0.1850
ATR_024_set19__71	0.0256	-0.0638	-0.3989	0.3707	-0.5749	0.1234	-0.0429	0.2136	-0.0142	-0.1558
ATR_024_set19__82	0.0534	-0.2488	-0.7324	0.7571	-0.8820	0.0782	-0.1093	-0.2488	-0.1585	-0.1949
ATR_024_set20__127	0.3257	0.2921	-0.2449	0.6974	-0.4704	0.2893	0.3817	0.2766	0.3508	0.1415
ATR_024_set20__139	0.1586	0.4917	-0.1330	-0.5665	-0.5111	0.1913	0.4196	0.5630	0.0604	-0.1951
ATR_024_set20__182	-0.0021	-0.1338	0.2992	-0.1717	0.4063	-0.0272	0.0399	-0.0450	-0.0628	0.0121
ATR_024_set20__290	-0.9083	-0.9072	-0.9095	-1.6261	-1.2538	-1.0279	-0.9662	-0.9854	-0.9085	-0.9288
ATR_024_set20__360	0.3583	0.1507	-0.3420	0.5541	-0.3539	0.3225	0.3715	0.7285	0.5383	0.2925
ATR_024_set20__365	-0.4778	-0.6812	-0.9305	-0.6862	-0.9253	-0.5540	-0.2668	-0.8567	-0.4537	-0.4888
ATR_024_set20__444	0.1059	0.0995	-0.3462	0.8704	-0.4777	0.0465	0.2362	0.4958	0.0983	0.1326
ATR_024_set20__479	0.5135	0.4768	0.5841	0.5490	0.6879	0.4784	0.5686	0.4080	0.5692	0.5532
ATR_024_set20__559	0.3577	0.5510	-0.3855	0.4807	-0.3393	0.2148	0.2268	0.4872	0.4062	0.2748
ATR_024_set20__572	0.0207	0.0493	0.3958	-0.2432	0.4437	0.0275	0.0198	-0.0296	-0.0113	0.0438
ATR_024_set20__594	0.4529	0.3608	-0.2164	0.3110	-0.3109	0.3989	0.4203	0.5174	0.5526	0.4754
ATR_024_set20__73	-0.0568	-0.0364	-0.6993	-0.4448	-0.5235	0.2105	0.1215	-0.1376	0.2416	-0.0735
ATR_024_set20__75	0.2954	0.1181	-0.4323	-0.3818	-0.4708	0.5053	0.1404	0.1233	0.2325	0.5193
ATR_024_set20__76	0.5175	0.5930	-0.1491	0.8978	-0.2889	0.5243	0.5791	0.3226	0.6166	0.4386
ATR_024_set2__170	-0.5078	-0.2213	-0.8642	-0.0365	-0.7822	-0.4291	-0.3541	-0.2501	-0.5005	-0.3099
ATR_024_set2__179	-0.0015	0.1777	0.4516	0.0098	0.4066	0.0262	0.0559	-0.0891	0.0331	0.0610
ATR_024_set2__65	0.4413	-0.0374	-0.2698	0.4112	-0.4448	0.2662	0.1750	0.1438	0.5150	0.4676
ATR_024_set3__117	0.5431	0.5495	0.8272	0.2316	0.8444	0.4328	0.4917	0.4624	0.4936	0.4600
ATR_024_set3__171	0.2674	0.3432	0.6158	0.1238	0.6303	0.3401	0.2876	0.3230	0.2257	0.3026
ATR_024_set3__215	-0.1299	-0.1501	-0.6117	0.2764	-0.6421	-0.0142	-0.0601	-0.2182	-0.0984	-0.0740
ATR_024_set3__298	-0.1947	-0.0054	0.0669	-0.1015	0.0997	-0.1547	-0.1296	-0.1518	-0.0948	-0.1211
ATR_024_set3__394	-0.1063	0.0470	0.2737	0.0540	0.0895	-0.1492	-0.0293	-0.0975	-0.1843	-0.0668
ATR_024_set3__406	-0.5115	-0.6735	-0.5026	-0.6075	-0.4284	-0.4569	-0.5577	-0.4267	-0.7228	-0.4143
ATR_024_set3__421	0.2936	0.3236	0.6319	0.1520	0.5862	0.2886	0.3154	0.0570	0.2110	0.3752
ATR_024_set4__34	-0.3488	-0.2728	0.0856	-0.4857	0.1459	-0.3403	-0.3306	-0.0299	-0.4175	-0.2492
ATR_024_set5__106	-0.2701	-0.2481	-0.6970	-0.0098	-0.7718	-0.0949	-0.2339	-0.0680	-0.2004	-0.1634
ATR_024_set5__127	0.1780	-0.0269	-0.4625	0.3313	-0.5437	0.2001	-0.0208	0.1007	0.2184	0.1853
ATR_024_set5__150	-0.1676	-0.1904	-0.6323	-0.1062	-0.7147	-0.2067	-0.3113	-0.1453	-0.2555	-0.1347
ATR_024_set5__181	0.0048	-0.0356	-0.5366	0.3985	-0.6011	0.0825	-0.0809	0.0659	0.0136	0.0147
ATR_024_set5__200	-0.3184	-0.6862	-0.6946	0.1100	-0.5824	-0.4362	-0.2261	-0.2837	-0.3129	-0.4278
ATR_024_set5__253	0.4883	0.2247	-0.1326	0.4873	-0.2238	0.4298	0.3975	0.4712	0.5931	0.5509
ATR_024_set5__326	0.8992	0.5007	0.2227	1.1947	0.0961	1.0253	0.8998	0.6807	0.8300	0.9295
ATR_024_set5__353	0.6240	0.3436	-0.2702	1.0848	-0.3154	0.5337	0.8273	0.5954	0.6952	0.4899
ATR_024_set5__369	0.0047	0.0527	-0.3651	0.4871	-0.3128	0.1879	0.1729	0.1439	0.0386	0.0645
ATR_024_set5__381	-0.4837	-0.3588	-0.6732	-0.0060	-0.8793	-0.4129	-0.5500	-0.6501	-0.4865	-0.4458
ATR_024_set5__399	-0.0193	-0.0862	-0.4493	0.2708	-0.4492	-0.0400	0.0563	-0.0976	-0.0516	-0.1954
ATR_024_set5__420	-0.2036	-0.5109	-0.7455	-0.5487	-1.0835	-0.1220	-0.4668	-0.0731	-0.1105	0.0758
ATR_024_set5__442	0.1555	0.1453	-0.3496	0.5028	-0.4117	0.2140	0.1165	0.0664	0.2146	0.1953
ATR_024_set5__447	0.3207	-0.1162	-0.5741	0.6499	-0.2177	0.1604	0.0439	0.3926	0.3489	0.1354
ATR_024_set5__46	-0.3202	-0.3510	-0.5274	1.0746	-0.7293	-0.0769	-0.2851	-0.0969	-0.2287	-0.1965
ATR_024_set5__477	0.0019	-0.0072	-0.4857	0.4105	-0.3304	0.1301	-0.1834	-0.1195	0.0797	-0.0715
ATR_024_set5__502	0.0664	-0.0600	-0.3845	0.4829	-0.5035	0.1126	0.0795	-0.0334	0.0842	-0.0791
ATR_024_set5__562	-0.2454	-0.1765	-0.4431	-0.2180	-0.6293	-0.0842	-0.1577	-0.2349	-0.2837	-0.2517
ATR_024_set5__580	0.0800	0.0672	-0.4050	0.0339	-0.4708	0.2910	0.1670	0.0969	0.2033	0.0095
ATR_024_set5__590	-0.5742	-0.5620	-0.7254	0.0007	-0.7612	-0.4847	-0.4020	-0.1553	-0.4857	-0.5442
ATR_024_set5__595	-0.0406	0.3192	-0.7238	-0.0267	-0.6063	0.2172	0.0716	0.0491	0.0081	-0.0993
ATR_024_set6__215	-0.1510	-0.3833	-0.1338	-0.7813	0.0172	-0.0852	0.1768	-0.3563	-0.2766	-0.4369
ATR_024_set6__240	0.1527	0.2363	0.7504	-0.6362	0.6421	0.2161	0.3615	0.2322	0.1211	0.2515
ATR_024_set6__304	-0.3969	-0.3933	-0.1910	-0.9818	-0.0284	-0.2226	-0.3728	-0.5939	-0.5735	-0.3196
ATR_024_set6__314	-0.4597	-0.4062	0.1277	-1.1264	-0.1840	-0.3134	-0.2866	-0.4763	-0.4618	-0.2268
ATR_024_set6__387	-0.3794	-0.3674	-0.5853	-0.2140	-0.5443	-0.3290	-0.3169	-0.5033	-0.3252	-0.3984
ATR_024_set6__406	-0.9630	-0.6608	-0.8296	-1.4118	-0.7523	-0.8159	-0.9506	-1.0546	-0.9220	-0.8742
ATR_024_set6__535	-0.1746	0.0747	0.0546	-0.2899	0.2385	-0.1258	0.1227	-0.3648	-0.0574	-0.3586
ATR_024_set6__58	-0.5114	-0.7302	-0.8926	-0.4189	-0.8943	-0.6005	-0.5014	-0.7798	-0.5706	-0.8138
ATR_024_set6__594	-0.3588	-0.1642	-0.6235	0.1910	-0.6282	-0.2085	-0.2553	-0.4826	-0.1415	-0.2416
ATR_024_set6__617	-0.2359	-0.0923	-0.8889	0.1802	-0.8981	-0.1252	-0.1394	0.3708	-0.0652	-0.0809
ATR_024_set6__641	0.1397	0.1167	0.5703	-0.0636	0.6039	0.0155	0.1618	0.0138	0.0354	-0.0334
ATR_024_set6__662	-0.2775	-0.7806	-0.5391	-0.4034	-0.6088	-0.1965	-0.3223	-0.3966	-0.2217	-0.0914
ATR_024_set6__70	0.1291	0.5816	-0.2295	0.4592	-0.3275	0.3713	0.0851	0.1455	0.2000	0.3904
ATR_024_set6__730	-0.2353	-0.5983	-0.8134	-0.1060	-0.7605	-0.3702	-0.0313	-0.4778	-0.1489	-0.2359
ATR_024_set6__748	-0.1653	-0.1282	-0.3896	-0.0437	-0.3012	-0.0222	-0.0576	-0.0288	-0.1193	-0.1882
ATR_024_set6__758	0.2187	0.0956	-0.1574	0.2344	-0.3292	0.1587	0.3361	-0.2424	0.2732	0.0989
ATR_024_set6__775	-0.7124	-0.6478	-0.6150	-0.1707	-0.9194	-0.4167	-0.1224	-0.5077	-0.7664	-0.5752
ATR_024_set6__852	-0.2540	-0.3475	-0.7378	0.2079	-0.7144	-0.3295	-0.4944	-0.4418	-0.1149	-0.5588
ATR_024_set6__862	0.4601	0.2869	0.8322	-0.0193	0.7066	0.2682	0.3705	0.2855	0.3229	0.3702
ATR_024_set6__899	-0.3694	-0.2856	0.0555	-0.1770	-0.0734	-0.2525	-0.2646	-0.3173	-0.3298	-0.1926
ATR_024_set6__917	-0.6015	-0.6462	-0.6672	0.0084	-0.8427	-0.4447	-0.5274	-0.6078	-0.5203	-0.5324
ATR_024_set6__929	-0.3826	-0.1466	-0.5078	0.1800	-0.3988	-0.2687	-0.3175	-0.3385	-0.2302	-0.3050
ATR_024_set6__964	-0.4162	-0.3719	-0.8048	-0.1973	-0.8190	-0.1511	-0.2080	-0.2611	-0.3193	-0.4047
ATR_024_set8__265	-0.4874	-0.5398	-0.7881	0.0577	-0.8025	-0.3057	-0.4168	-0.3705	-0.4325	-0.5593
ATR_024_set8__345	-0.2487	-0.2213	-0.0091	-0.5769	0.2216	-0.2592	-0.2517	-0.2502	-0.3333	-0.2065
ATR_024_set8__394	0.2509	0.2399	-0.1998	0.3730	-0.3552	0.2260	0.2112	-0.0070	0.2478	0.2637
ATR_024_set8__406	-0.7568	-0.7814	-0.8250	-0.4446	-0.8772	-0.6525	-0.5693	-0.5136	-0.6748	-0.5942
ATR_024_set8__417	-0.5303	-0.5657	-0.9211	-0.1479	-0.8166	-0.5108	-0.5951	-0.5819	-0.5588	-0.7248
ATR_024_set8__462	-0.7523	-1.0239	-0.1085	-1.1352	-0.4648	-0.7172	-0.5930	-0.8608	-0.6898	-0.9010
ATR_024_set8__530	-0.0905	0.0532	-0.5209	0.4600	-0.6260	-0.0164	-0.2165	-0.0410	-0.0556	-0.0800
ATR_024_set8__560	-0.2330	-0.2818	-0.6997	0.3047	-0.9369	0.0114	-0.0398	-0.3258	-0.0666	-0.1390
ATR_024_set8__561	-0.6168	-0.9496	-0.6186	-0.4554	-0.5393	-0.2865	-0.6006	-0.5253	-0.5132	-0.7349
ATR_024_set8__78	0.1231	0.1603	0.5197	-0.2816	0.3849	0.1136	0.2272	0.2178	0.0257	0.0387
ATR_024_set8__83	-0.0282	-0.0027	0.0748	-0.3102	0.1733	0.3777	0.0189	0.1301	-0.1104	0.2289
ATR_024_set8__91	0.2899	0.3223	0.3882	0.0588	0.4965	0.2824	0.3967	0.2097	0.3258	0.2782
ATR_024_set9__107	-0.1898	-0.4170	-0.5027	-0.0519	-0.7129	-0.2842	-0.1251	-0.4399	-0.1015	-0.1653
ATR_024_set9__109	-0.0061	-0.0176	-0.3657	0.2956	-0.5470	0.0007	0.0381	-0.1772	0.0317	0.1154
ATR_024_set9__16	-0.0980	-0.1856	-0.6855	0.3211	-0.5528	-0.0992	-0.1497	-0.1868	-0.0422	-0.0984
ATR_024_set9__194	0.2811	0.3375	-0.2917	-0.4103	-0.5409	0.1656	0.3037	0.4600	0.3393	0.2679
ATR_024_set9__291	-0.4568	-0.4333	-0.7375	0.1577	-0.6925	-0.4095	-0.3768	-0.4925	-0.3950	-0.6082
ATR_024_set9__31	0.0207	0.0726	-0.5641	0.3559	-0.6515	0.0215	-0.0210	-0.0353	0.0876	-0.0565
ATR_024_set9__320	0.3871	0.3059	-0.2525	0.4670	-0.3914	0.3243	0.6783	0.4351	0.4932	0.2373
ATR_024_set9__328	0.1736	0.3327	-0.3085	0.1602	-0.2426	0.3278	0.2596	0.4152	0.3279	0.1003
ATR_024_set9__335	-0.5418	-0.6867	-0.9515	-0.0347	-0.8924	-0.5048	-0.2492	0.1818	-0.4245	-0.4208
ATR_024_set9__414	0.0773	0.0334	-0.7001	-0.0840	-0.6197	-0.0064	-0.0108	-0.1772	0.0244	-0.1912
ATR_024_set9__449	0.3669	0.2167	-0.1873	0.8625	-0.6370	0.4639	0.5178	0.0633	0.6338	0.6163
ATR_024_set9__462	0.5558	-0.1440	-0.3876	0.5051	-0.4128	0.4204	0.7151	0.6838	0.8337	0.5949
ATR_024_set9__473	-0.2266	-0.1802	-0.5766	0.7557	-0.5205	-0.2537	-0.2510	-0.6544	-0.0801	-0.6948
ATR_024_set9__571	-0.4117	-0.5669	-0.4948	-0.3354	-0.8731	-0.4425	-0.4249	-0.5538	-0.3801	-0.2313
ATR_024_set9__572	0.2763	0.2704	-0.3236	0.1984	-0.4303	0.2393	0.2655	0.0467	0.3487	0.2413
ATR_024_set9__612	-0.6599	-0.6237	-0.5990	-0.2736	-0.4996	-0.4220	-0.4461	-0.8385	-0.6913	-0.4781
ATR_024_set9__661	-0.4044	-0.4358	-0.6485	-0.0015	-0.7446	-0.3342	-0.3274	-0.4493	-0.3241	-0.1649
ATR_024_set9__666	0.5668	0.5896	-0.0882	1.0222	-0.0941	0.4812	0.5416	0.6842	0.6903	0.5744
ATR_025_set12__103	-0.3737	-0.1199	-0.7319	0.0743	-0.7142	-0.2384	-0.2410	-0.2753	-0.3536	-0.4803
ATR_025_set12__108	-0.3452	-0.0983	-0.3526	0.8485	-0.6261	-0.0592	-0.1101	-0.1011	-0.0516	-0.1276
